"PK_ACTVTY";"FPK_NATURA";"SITECODE";"ACT_CODE";"DESCRIPT_FR";"IN_OUT";"INTENSITY";"INFLUENCE";"POLLUTION";"HABITATS";"ESPECES"
"49966";"6531";"FR2400548";"A02";"Modification des pratiques culturales (y compris la culture perenne de produits forestiers non ligneux : oliviers, vergers, vignes…)";"I";"M";"-";;;
"49967";"6531";"FR2400548";"A04";"Pâturage";"I";"L";"-";;;
"49968";"6531";"FR2400548";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"M";"-";;;
"49969";"6531";"FR2400548";"C01.01";"Extraction de sable et graviers";"I";"L";"-";;;
"49970";"6531";"FR2400548";"D02.01";"Lignes électriques et téléphoniques";"I";"L";"-";;;
"49971";"6531";"FR2400548";"E01.01";"Urbanisation continue";"O";"M";"-";;;
"49972";"6531";"FR2400548";"E03.04";"Autres décharges";"I";"L";"-";;;
"49973";"6531";"FR2400548";"F03.01";"Chasse";"I";"L";"-";;;
"49974";"6531";"FR2400548";"I03.02";"Pollution génétique (plantes)";"I";"L";"-";;;
"28399";"4536";"FR5400459";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"N";"x";;;
"28400";"4536";"FR5400459";"A04";"Pâturage";"I";"N";"x";;;
"28401";"4536";"FR5400459";"A11";"Autres activités agricoles";"I";"N";"x";;;
"28402";"4536";"FR5400459";"B";"Sylviculture et opérations forestières";"I";"N";"x";;;
"28403";"4536";"FR5400459";"E01.03";"Habitations dispersées";"I";"N";"x";;;
"28404";"4536";"FR5400459";"J02.06";"Captages des eaux de surface";"I";"N";"x";;;
"28405";"4536";"FR5400459";"A02.03";"Retournement de prairies";"I";"M";"-";;;
"28406";"4536";"FR5400459";"A04.02";"Pâturage extensif";"I";"H";"+";;;
"28407";"4536";"FR5400459";"J02";"Changements des conditions hydrauliques induits par l'homme";"I";"H";"-";;;
"28408";"4536";"FR5400459";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"I";"M";"-";;;
"28409";"4536";"FR5400459";"I01";"Espèces exotiques envahissantes";"I";"H";"-";;;
"28443";"4540";"FR5402011";"G05.04";"Vandalisme";"I";"M";"-";;;
"28444";"4540";"FR5402011";"G05.09";"Clôture, barrière";"I";"H";"+";;;
"49990";"6533";"FR2400556";"K03.05";"Antagonisme avec des espèces introduites";"B";"M";"-";;;
"49991";"6533";"FR2400556";"K04.05";"Dégâts provoqués par les herbivores (gibier inclus)";"B";"H";"-";;;
"49992";"6534";"FR2400558";"B02";"Gestion des forêts et des plantations & exploitation";"I";"L";"+";;;
"49993";"6534";"FR2400558";"F03.01";"Chasse";"I";"M";"-";;;
"49994";"6534";"FR2400558";"I02";"Espèces autochtones problématiques";"I";"H";"-";;;
"49995";"6535";"FR2400561";"A02";"Modification des pratiques culturales (y compris la culture perenne de produits forestiers non ligneux : oliviers, vergers, vignes…)";"I";"L";"+";;;
"49996";"6535";"FR2400561";"A04";"Pâturage";"I";"M";"+";;;
"49997";"6535";"FR2400561";"D01.02";"Routes, autoroutes";"O";"L";"-";;;
"49998";"6535";"FR2400561";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"M";"-";;;
"49999";"6536";"FR2400562";"A02";"Modification des pratiques culturales (y compris la culture perenne de produits forestiers non ligneux : oliviers, vergers, vignes…)";"I";"L";"-";;;
"50000";"6537";"FR2400565";"I01";"Espèces exotiques envahissantes";"I";"M";"-";;;
"50001";"6537";"FR2400565";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"B";"L";"-";;;
"50002";"6537";"FR2400565";"B01";"Plantation forestière en milieu ouvert";"B";"L";"-";;;
"50003";"6537";"FR2400565";"E01.03";"Habitations dispersées";"B";"L";"-";;;
"50004";"6537";"FR2400565";"E01.01";"Urbanisation continue";"O";"M";"-";;;
"50005";"6537";"FR2400565";"G01.01";"Sports nautiques";"I";"L";"-";;;
"50006";"6537";"FR2400565";"C01.01";"Extraction de sable et graviers";"B";"L";"-";;;
"50007";"6537";"FR2400565";"A04";"Pâturage";"B";"L";"+";;;
"50008";"6537";"FR2400565";"D02.01";"Lignes électriques et téléphoniques";"B";"L";"-";;;
"50009";"6537";"FR2400565";"E03.01";"Dépôts de déchets ménagers / liés aux installations récréatives";"B";"L";"-";;;
"50010";"6537";"FR2400565";"K03.01";"Compétition (faune)";"B";"L";"-";;;
"50011";"6537";"FR2400565";"E02.03";"Autres zones industrielles / commerciales";"O";"L";"-";;;
"50012";"6537";"FR2400565";"G02.08";"Camping, caravanes";"O";"L";"-";;;
"50013";"6537";"FR2400565";"G05.01";"Piétinement, surfréquentation";"O";"L";"-";;;
"50014";"6537";"FR2400565";"D01.01";"Sentiers, chemins, pistes cyclables (y compris route forestière)";"O";"L";"-";;;
"50015";"6537";"FR2400565";"G01.08";"Autres activités de plein air et de loisirs";"I";"L";"-";;;
"50016";"6537";"FR2400565";"L08";"Inondation (processus naturels)";"I";"M";"+";;;
"50017";"6538";"FR2402001";"A03.03";"Abandon / Absence de fauche";"I";"H";"-";;;
"50018";"6538";"FR2402001";"B01";"Plantation forestière en milieu ouvert";"I";"M";"-";;;
"50019";"6538";"FR2402001";"F03.01";"Chasse";"I";"L";"-";;;
"50020";"6538";"FR2402001";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"50021";"6538";"FR2402001";"F01";"Aquaculture (eau douce et marine)";"I";"L";"+";;;
"50022";"6538";"FR2402001";"B02";"Gestion des forêts et des plantations & exploitation";"I";"L";"-";;;
"50023";"6539";"FR2402007";"C01.01.01";"Carrières de sable et graviers";"I";"L";"-";;;
"50024";"6539";"FR2402007";"D01.02";"Routes, autoroutes";"I";"L";"-";;;
"50025";"6539";"FR2402007";"E03";"Décharges";"I";"L";"-";;;
"50026";"6539";"FR2402007";"K01.02";"Envasement";"I";"L";"-";;;
"50027";"6539";"FR2402007";"K02";"Evolution biocénotique, succession végétale";"I";"M";"-";;;
"249";"1776";"FR4201810";"A04";"Pâturage";"I";"M";"x";;;
"250";"1776";"FR4201810";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"O";"L";"-";;;
"251";"1776";"FR4201810";"A08";"Fertilisation";"O";"L";"-";;;
"252";"1776";"FR4201810";"B";"Sylviculture et opérations forestières";"I";"L";"x";;;
"253";"1776";"FR4201810";"B";"Sylviculture et opérations forestières";"O";"M";"+";;;
"254";"1776";"FR4201810";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"B";"L";"-";;;
"255";"1776";"FR4201810";"D01.02";"Routes, autoroutes";"I";"M";"-";;;
"256";"1776";"FR4201810";"D01.02";"Routes, autoroutes";"O";"H";"-";;;
"257";"1776";"FR4201810";"D01.04";"Voie ferrée, TGV";"O";"M";"-";;;
"258";"1776";"FR4201810";"D02.01";"Lignes électriques et téléphoniques";"I";"M";"-";;;
"259";"1776";"FR4201810";"E01.01";"Urbanisation continue";"O";"M";"-";;;
"260";"1776";"FR4201810";"E02.01";"Usine";"O";"L";"-";;;
"261";"1776";"FR4201810";"F02.03";"Pêche de loisirs";"I";"M";"-";;;
"262";"1776";"FR4201810";"F02.03";"Pêche de loisirs";"O";"L";"-";;;
"263";"1776";"FR4201810";"F03.01";"Chasse";"B";"L";"-";;;
"264";"1776";"FR4201810";"G02.08";"Camping, caravanes";"O";"M";"-";;;
"265";"1776";"FR4201810";"K03.01";"Compétition (faune)";"O";"H";"-";;;
"266";"1776";"FR4201810";"K03.05";"Antagonisme avec des espèces introduites";"O";"M";"-";;;
"50028";"6539";"FR2402007";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"M";"-";;;
"50029";"6539";"FR2402007";"B02";"Gestion des forêts et des plantations & exploitation";"I";"M";"-";;;
"50030";"6539";"FR2402007";"B01";"Plantation forestière en milieu ouvert";"I";"M";"-";;;
"50223";"6557";"FR3100481";"K01.02";"Envasement";"I";"M";"-";;;
"50224";"6557";"FR3100481";"K01.03";"Assèchement";"I";"H";"-";;;
"50317";"6564";"FR4211790";"G04.01";"Manœuvres militaires";"I";"L";"-";;;
"50318";"6564";"FR4211790";"F03.01";"Chasse";"I";"M";"-";;;
"50319";"6565";"FR4211809";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"O";"M";"-";;;
"50320";"6565";"FR4211809";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"O";"M";"-";;;
"50321";"6565";"FR4211809";"A08";"Fertilisation";"O";"M";"-";;;
"50322";"6565";"FR4211809";"A09";"Irrigation";"O";"M";"-";;;
"50323";"6565";"FR4211809";"B";"Sylviculture et opérations forestières";"I";"H";"+";;;
"50324";"6565";"FR4211809";"B01";"Plantation forestière en milieu ouvert";"I";"L";"x";;;
"50325";"6565";"FR4211809";"B02.04";"Elimination des arbres morts ou dépérissants";"I";"M";"-";;;
"50326";"6565";"FR4211809";"C01.01";"Extraction de sable et graviers";"O";"M";"-";;;
"50327";"6565";"FR4211809";"D01.01";"Sentiers, chemins, pistes cyclables (y compris route forestière)";"I";"L";"-";;;
"50328";"6565";"FR4211809";"D01.02";"Routes, autoroutes";"B";"M";"-";;;
"50329";"6565";"FR4211809";"D02.01";"Lignes électriques et téléphoniques";"O";"L";"-";;;
"50330";"6565";"FR4211809";"D04.01";"Aéroports";"O";"L";"x";;;
"50331";"6565";"FR4211809";"F03.01";"Chasse";"I";"M";"+";;;
"50332";"6565";"FR4211809";"F03.01";"Chasse";"O";"M";"x";;;
"50333";"6565";"FR4211809";"F03.02";"Prélèvements sur la faune terrestre";"I";"L";"+";;;
"50334";"6565";"FR4211809";"F04.01";"Pillage de stations floristiques";"I";"L";"-";;;
"50335";"6565";"FR4211809";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"I";"M";"-";;;
"50336";"6565";"FR4211809";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"O";"L";"x";;;
"50337";"6565";"FR4211809";"G04.01";"Manœuvres militaires";"I";"L";"-";;;
"50338";"6565";"FR4211809";"G04.01";"Manœuvres militaires";"O";"L";"x";;;
"50339";"6565";"FR4211809";"K04.05";"Dégâts provoqués par les herbivores (gibier inclus)";"I";"M";"-";;;
"50501";"6580";"FR5212006";"A02";"Modification des pratiques culturales (y compris la culture perenne de produits forestiers non ligneux : oliviers, vergers, vignes…)";"I";"H";"-";;;
"50502";"6580";"FR5212006";"A04";"Pâturage";"I";"H";"+";;;
"50503";"6580";"FR5212006";"A09";"Irrigation";"I";"H";"-";;;
"50504";"6580";"FR5212006";"E02";"Zones industrielles ou commerciales";"O";"M";"-";;;
"50505";"6580";"FR5212006";"G01.05";"Vol-à-voile, delta-plane, parapente, ballon";"I";"M";"-";;;
"632";"1794";"FR4202003";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"L";"-";;;
"633";"1794";"FR4202003";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"O";"M";"-";;;
"634";"1794";"FR4202003";"A02";"Modification des pratiques culturales (y compris la culture perenne de produits forestiers non ligneux : oliviers, vergers, vignes…)";"I";"L";"-";;;
"635";"1794";"FR4202003";"A03";"Fauche de prairies";"I";"M";"+";;;
"636";"1794";"FR4202003";"A04";"Pâturage";"B";"M";"x";;;
"637";"1794";"FR4202003";"A05.01";"Elevage";"I";"M";"x";;;
"638";"1794";"FR4202003";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"I";"L";"-";;;
"639";"1794";"FR4202003";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"O";"M";"-";;;
"640";"1794";"FR4202003";"A08";"Fertilisation";"B";"M";"-";;;
"641";"1794";"FR4202003";"A09";"Irrigation";"B";"M";"-";;;
"642";"1794";"FR4202003";"D01.02";"Routes, autoroutes";"I";"L";"-";;;
"643";"1794";"FR4202003";"J02.06";"Captages des eaux de surface";"I";"L";"-";;;
"644";"1794";"FR4202003";"L08";"Inondation (processus naturels)";"I";"M";"+";;;
"37300";"5327";"FR2100264";"A04";"Pâturage";"I";"N";"x";;;
"37301";"5327";"FR2100264";"B";"Sylviculture et opérations forestières";"I";"N";"x";;;
"37302";"5327";"FR2100264";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"N";"x";;;
"37303";"5327";"FR2100264";"D01.04";"Voie ferrée, TGV";"I";"N";"x";;;
"37304";"5327";"FR2100264";"F01";"Aquaculture (eau douce et marine)";"I";"N";"x";;;
"37305";"5327";"FR2100264";"F03.01";"Chasse";"I";"N";"x";;;
"37306";"5327";"FR2100264";"G01.03";"Véhicules motorisés";"I";"N";"x";;;
"37307";"5327";"FR2100264";"G02";"Structures de sports et de loisirs";"I";"N";"x";;;
"37342";"5331";"FR2100281";"A11";"Autres activités agricoles";"I";"N";"x";;;
"37343";"5331";"FR2100281";"B";"Sylviculture et opérations forestières";"I";"N";"x";;;
"37344";"5331";"FR2100281";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"N";"x";;;
"37345";"5331";"FR2100281";"E01";"Zones urbanisées, habitations";"I";"N";"x";;;
"28280";"4524";"FR5400411";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"N";"x";;;
"28281";"4524";"FR5400411";"E01";"Zones urbanisées, habitations";"I";"N";"x";;;
"28282";"4524";"FR5400411";"E03.01";"Dépôts de déchets ménagers / liés aux installations récréatives";"I";"N";"x";;;
"28283";"4524";"FR5400411";"E03.03";"Dépôts de matériaux inertes";"I";"N";"x";;;
"28284";"4524";"FR5400411";"F03.01";"Chasse";"I";"N";"x";;;
"28285";"4524";"FR5400411";"G01.03";"Véhicules motorisés";"I";"N";"x";;;
"28286";"4524";"FR5400411";"D01.04";"Voie ferrée, TGV";"I";"N";"x";;;
"28298";"4527";"FR5400420";"A04";"Pâturage";"I";"N";"x";;;
"28299";"4527";"FR5400420";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"N";"x";;;
"21483";"3918";"FR8301052";"A05.01";"Elevage";"I";"L";"x";;;
"21484";"3918";"FR8301052";"A08";"Fertilisation";"I";"M";"-";;;
"21485";"3918";"FR8301052";"B";"Sylviculture et opérations forestières";"I";"H";"x";;;
"21486";"3918";"FR8301052";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"M";"x";;;
"21487";"3918";"FR8301052";"B02.01";"Replantation d'arbres dans une plantation forestière (après éclaircie…)";"I";"L";"x";;;
"21488";"3918";"FR8301052";"B02.02";"Coupe forestière (éclaircie, coupe rase…)";"I";"M";"x";;;
"21489";"3918";"FR8301052";"B02.03";"Elimination du sous-bois";"I";"L";"x";;;
"21490";"3918";"FR8301052";"B02.04";"Elimination des arbres morts ou dépérissants";"I";"L";"-";;;
"21491";"3918";"FR8301052";"B03";"Exploitation forestière sans reboisement ou régénération naturelle";"I";"L";"+";;;
"21492";"3918";"FR8301052";"C01.01.01";"Carrières de sable et graviers";"O";"M";"x";;;
"21493";"3918";"FR8301052";"D01.01";"Sentiers, chemins, pistes cyclables (y compris route forestière)";"I";"H";"x";;;
"21494";"3918";"FR8301052";"D01.02";"Routes, autoroutes";"O";"M";"x";;;
"21495";"3918";"FR8301052";"D02.01";"Lignes électriques et téléphoniques";"I";"L";"-";;;
"21496";"3918";"FR8301052";"E01.03";"Habitations dispersées";"O";"L";"x";;;
"21497";"3918";"FR8301052";"E03.04";"Autres décharges";"I";"L";"-";;;
"21498";"3918";"FR8301052";"F03.01";"Chasse";"I";"M";"x";;;
"21499";"3918";"FR8301052";"G01";"Sports de plein air et activités de loisirs et récréatives";"I";"H";"x";;;
"21500";"3918";"FR8301052";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"I";"M";"x";;;
"21501";"3918";"FR8301052";"G01.03";"Véhicules motorisés";"I";"H";"-";;;
"21502";"3918";"FR8301052";"G01.05";"Vol-à-voile, delta-plane, parapente, ballon";"I";"L";"x";;;
"21503";"3918";"FR8301052";"G01.06";"Ski, ski hors-piste";"I";"L";"x";;;
"21504";"3918";"FR8301052";"G05";"Autres intrusions et perturbations humaines";"I";"M";"x";;;
"21505";"3918";"FR8301052";"G05.01";"Piétinement, surfréquentation";"I";"H";"-";;;
"21506";"3918";"FR8301052";"J02.06";"Captages des eaux de surface";"I";"L";"-";;;
"21507";"3918";"FR8301052";"J02.06";"Captages des eaux de surface";"I";"L";"+";;;
"37346";"5331";"FR2100281";"F01";"Aquaculture (eau douce et marine)";"I";"N";"x";;;
"37347";"5331";"FR2100281";"F03.01";"Chasse";"I";"N";"x";;;
"37348";"5331";"FR2100281";"J02.12";"Endigages, remblais, plages artificielles";"I";"N";"x";;;
"28300";"4527";"FR5400420";"A11";"Autres activités agricoles";"I";"N";"x";;;
"28301";"4527";"FR5400420";"B";"Sylviculture et opérations forestières";"I";"N";"x";;;
"28302";"4527";"FR5400420";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"N";"x";;;
"28303";"4527";"FR5400420";"B03";"Exploitation forestière sans reboisement ou régénération naturelle";"I";"N";"x";;;
"28304";"4527";"FR5400420";"F03.01";"Chasse";"I";"N";"x";;;
"28305";"4527";"FR5400420";"G01.03";"Véhicules motorisés";"I";"N";"x";;;
"74611";"8595";"FR7200744";"G05.01";"Piétinement, surfréquentation";"I";"M";"-";;;
"74612";"8595";"FR7200744";"L05";"Eboulements, glissements de terrain";"I";"M";"-";;;
"74613";"8595";"FR7200744";"A04.02";"Pâturage extensif";"I";"H";"+";;;
"74614";"8595";"FR7200744";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"B";"H";"-";;;
"74615";"8595";"FR7200744";"A04";"Pâturage";"I";"M";"-";;;
"74616";"8595";"FR7200744";"E06.02";"Reconstruction, rénovation de bâtiments";"I";"M";"-";;;
"74617";"8595";"FR7200744";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"I";"M";"-";;;
"74618";"8596";"FR7200745";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"B";"H";"-";;;
"74619";"8596";"FR7200745";"A04.02";"Pâturage extensif";"I";"H";"+";;;
"74620";"8596";"FR7200745";"J03.02";"Réduction de la connectivité de l'habitat par une action anthropique (fragmentation)";"B";"M";"-";;;
"74621";"8596";"FR7200745";"E06.02";"Reconstruction, rénovation de bâtiments";"I";"M";"-";;;
"74622";"8596";"FR7200745";"A04.01";"Pâturage intensif";"I";"M";"-";;;
"74623";"8597";"FR7200746";"A11";"Autres activités agricoles";"I";"N";"x";;;
"74624";"8597";"FR7200746";"G05.01";"Piétinement, surfréquentation";"I";"M";"-";;;
"74625";"8597";"FR7200746";"L05";"Eboulements, glissements de terrain";"I";"L";"-";;;
"74626";"8597";"FR7200746";"A04.01";"Pâturage intensif";"I";"H";"-";;;
"74627";"8597";"FR7200746";"A04.02";"Pâturage extensif";"I";"H";"+";;;
"74628";"8597";"FR7200746";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"74629";"8597";"FR7200746";"F02.03";"Pêche de loisirs";"I";"L";"-";;;
"74630";"8597";"FR7200746";"G01.04";"Alpinisme, escalade, spéléologie";"I";"M";"-";;;
"74631";"8597";"FR7200746";"G01.06";"Ski, ski hors-piste";"I";"M";"-";;;
"74632";"8597";"FR7200746";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"I";"M";"-";;;
"74633";"8597";"FR7200746";"F03.01";"Chasse";"I";"L";"-";;;
"74634";"8598";"FR7200747";"G05.01";"Piétinement, surfréquentation";"I";"H";"-";;;
"74635";"8598";"FR7200747";"L05";"Eboulements, glissements de terrain";"I";"H";"-";;;
"74636";"8598";"FR7200747";"L09";"Incendie (naturel)";"I";"H";"-";;;
"74637";"8598";"FR7200747";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"B";"H";"-";;;
"74638";"8598";"FR7200747";"A04.02";"Pâturage extensif";"I";"H";"+";;;
"74639";"8598";"FR7200747";"G01.04";"Alpinisme, escalade, spéléologie";"I";"H";"-";;;
"74640";"8598";"FR7200747";"G05";"Autres intrusions et perturbations humaines";"I";"M";"-";;;
"74641";"8598";"FR7200747";"F01.01";"Aquaculture intensive, intensification";"B";"M";"-";;;
"74642";"8598";"FR7200747";"F02.03";"Pêche de loisirs";"I";"M";"-";;;
"74643";"8598";"FR7200747";"F03.01";"Chasse";"I";"M";"-";;;
"74644";"8599";"FR7200749";"A04.01";"Pâturage intensif";"I";"H";"-";;;
"74645";"8599";"FR7200749";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"74646";"8599";"FR7200749";"B02";"Gestion des forêts et des plantations & exploitation";"I";"L";"-";;;
"74647";"8599";"FR7200749";"A11";"Autres activités agricoles";"I";"M";"-";;;
"74648";"8599";"FR7200749";"A04.02";"Pâturage extensif";"I";"H";"+";;;
"74649";"8600";"FR7200750";"E02.01";"Usine";"I";"N";"x";;;
"74650";"8600";"FR7200750";"F01";"Aquaculture (eau douce et marine)";"I";"N";"x";;;
"74651";"8600";"FR7200750";"F02.03";"Pêche de loisirs";"I";"N";"x";;;
"74652";"8600";"FR7200750";"F03.01";"Chasse";"I";"N";"x";;;
"74653";"8600";"FR7200750";"G01.04";"Alpinisme, escalade, spéléologie";"I";"N";"x";;;
"74654";"8600";"FR7200750";"G05";"Autres intrusions et perturbations humaines";"I";"N";"x";;;
