"PK_HABIT2";"FPK_NATURA";"SITECODE";"HABCODE";"DESCRIPTFR";"COVER"
17186,00;2489,00;"FR9101475";"N17";"Forêts de résineux";"35"
17187,00;2489,00;"FR9101475";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"20"
17188,00;2489,00;"FR9101475";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
17189,00;2489,00;"FR9101475";"N11";"Pelouses alpine et sub-alpine";"8"
17190,00;2489,00;"FR9101475";"N18";"Forêts sempervirentes non résineuses";"1"
17191,00;2489,00;"FR9101475";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"15"
17192,00;2489,00;"FR9101475";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
17193,00;2489,00;"FR9101475";"N09";"Pelouses sèches, Steppes";"4"
17226,00;2496,00;"FR9101487";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"10"
17227,00;2496,00;"FR9101487";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"70"
17228,00;2496,00;"FR9101487";"N09";"Pelouses sèches, Steppes";"10"
17229,00;2496,00;"FR9101487";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"10"
17262,00;2501,00;"FR9101476";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"10"
17263,00;2501,00;"FR9101476";"N16";"Forêts caducifoliées";"27"
17264,00;2501,00;"FR9101476";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
17265,00;2501,00;"FR9101476";"N11";"Pelouses alpine et sub-alpine";"9"
17266,00;2501,00;"FR9101476";"N17";"Forêts de résineux";"25"
17267,00;2501,00;"FR9101476";"N19";"Forêts mixtes";"20"
17268,00;2501,00;"FR9101476";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
17269,00;2501,00;"FR9101476";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"5"
17270,00;2501,00;"FR9101476";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"2"
17324,00;2513,00;"FR9101461";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
17325,00;2513,00;"FR9101461";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
17326,00;2513,00;"FR9101461";"N16";"Forêts caducifoliées";"24"
17327,00;2513,00;"FR9101461";"N17";"Forêts de résineux";"24"
17328,00;2513,00;"FR9101461";"N19";"Forêts mixtes";"50"
17582,00;2555,00;"FR8301018";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"30"
17583,00;2555,00;"FR8301018";"N09";"Pelouses sèches, Steppes";"39"
17584,00;2555,00;"FR8301018";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"18"
17585,00;2555,00;"FR8301018";"N16";"Forêts caducifoliées";"8"
17586,00;2555,00;"FR8301018";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"5"
18225,00;2667,00;"FR9402013";"N01";"Mer, Bras de Mer";"100"
18226,00;2668,00;"FR9402014";"N01";"Mer, Bras de Mer";"100"
18227,00;2669,00;"FR9402015";"N01";"Mer, Bras de Mer";"99"
18228,00;2669,00;"FR9402015";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"1"
18229,00;2670,00;"FR9402016";"N01";"Mer, Bras de Mer";"100"
19009,00;2781,00;"FR7300858";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"29"
19010,00;2781,00;"FR7300858";"N09";"Pelouses sèches, Steppes";"50"
19011,00;2781,00;"FR7300858";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"14"
19012,00;2781,00;"FR7300858";"N12";"Cultures céréalières extensives   (incluant les cultures en rotation avec une jachère régulière)";"7"
19013,00;2782,00;"FR7300932";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
19014,00;2782,00;"FR7300932";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"67"
19015,00;2782,00;"FR7300932";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"4"
19016,00;2782,00;"FR7300932";"N17";"Forêts de résineux";"4"
19017,00;2782,00;"FR7300932";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
19018,00;2782,00;"FR7300932";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
19019,00;2782,00;"FR7300932";"N11";"Pelouses alpine et sub-alpine";"19"
19020,00;2782,00;"FR7300932";"N16";"Forêts caducifoliées";"3"
19031,00;2784,00;"FR7300848";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"5"
19032,00;2784,00;"FR7300848";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"30"
19033,00;2784,00;"FR7300848";"N09";"Pelouses sèches, Steppes";"30"
19034,00;2784,00;"FR7300848";"N16";"Forêts caducifoliées";"9"
19035,00;2784,00;"FR7300848";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"7"
19036,00;2784,00;"FR7300848";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"2"
19037,00;2784,00;"FR7300848";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"5"
19038,00;2784,00;"FR7300848";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
19039,00;2784,00;"FR7300848";"N15";"Autres terres arables";"5"
19040,00;2784,00;"FR7300848";"N19";"Forêts mixtes";"3"
19041,00;2784,00;"FR7300848";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"3"
19042,00;2785,00;"FR7300849";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"25"
19043,00;2785,00;"FR7300849";"N09";"Pelouses sèches, Steppes";"8"
19044,00;2785,00;"FR7300849";"N16";"Forêts caducifoliées";"17"
19045,00;2785,00;"FR7300849";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"25"
19046,00;2785,00;"FR7300849";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"10"
19047,00;2785,00;"FR7300849";"N17";"Forêts de résineux";"5"
19048,00;2785,00;"FR7300849";"N15";"Autres terres arables";"3"
19049,00;2785,00;"FR7300849";"N19";"Forêts mixtes";"3"
19050,00;2785,00;"FR7300849";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"2"
19051,00;2785,00;"FR7300849";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"2"
19052,00;2786,00;"FR7300850";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"8"
19053,00;2786,00;"FR7300850";"N09";"Pelouses sèches, Steppes";"3"
19054,00;2786,00;"FR7300850";"N16";"Forêts caducifoliées";"57"
19055,00;2786,00;"FR7300850";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"4"
19056,00;2786,00;"FR7300850";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"2"
19057,00;2786,00;"FR7300850";"N12";"Cultures céréalières extensives   (incluant les cultures en rotation avec une jachère régulière)";"9"
19058,00;2786,00;"FR7300850";"N17";"Forêts de résineux";"10"
19059,00;2786,00;"FR7300850";"N19";"Forêts mixtes";"4"
19060,00;2786,00;"FR7300850";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"1"
19061,00;2786,00;"FR7300850";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"2"
19062,00;2786,00;"FR7300850";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"0"
19063,00;2786,00;"FR7300850";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"0"
19064,00;2787,00;"FR7300851";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"2"
19065,00;2787,00;"FR7300851";"N09";"Pelouses sèches, Steppes";"9"
19066,00;2787,00;"FR7300851";"N16";"Forêts caducifoliées";"65"
19067,00;2787,00;"FR7300851";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"6"
19068,00;2787,00;"FR7300851";"N17";"Forêts de résineux";"1"
19069,00;2787,00;"FR7300851";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"0"
19070,00;2787,00;"FR7300851";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"15"
19071,00;2787,00;"FR7300851";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"2"
19103,00;2793,00;"FR7300859";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
19104,00;2793,00;"FR7300859";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"19"
19105,00;2793,00;"FR7300859";"N09";"Pelouses sèches, Steppes";"19"
19106,00;2793,00;"FR7300859";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"3"
19107,00;2793,00;"FR7300859";"N14";"Prairies ameliorées";"1"
19108,00;2793,00;"FR7300859";"N15";"Autres terres arables";"1"
19109,00;2793,00;"FR7300859";"N16";"Forêts caducifoliées";"43"
19110,00;2793,00;"FR7300859";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"1"
19111,00;2793,00;"FR7300859";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"12"
19117,00;2795,00;"FR7300861";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"30"
19118,00;2795,00;"FR7300861";"N09";"Pelouses sèches, Steppes";"60"
19119,00;2795,00;"FR7300861";"N12";"Cultures céréalières extensives   (incluant les cultures en rotation avec une jachère régulière)";"10"
19120,00;2796,00;"FR7300862";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"40"
19121,00;2796,00;"FR7300862";"N09";"Pelouses sèches, Steppes";"13"
19122,00;2796,00;"FR7300862";"N16";"Forêts caducifoliées";"23"
19123,00;2796,00;"FR7300862";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"15"
19124,00;2796,00;"FR7300862";"N14";"Prairies ameliorées";"1"
19125,00;2796,00;"FR7300862";"N15";"Autres terres arables";"4"
19126,00;2796,00;"FR7300862";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"2"
19127,00;2796,00;"FR7300862";"N17";"Forêts de résineux";"2"
19128,00;2797,00;"FR7300864";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"15"
19129,00;2797,00;"FR7300864";"N09";"Pelouses sèches, Steppes";"62"
19130,00;2797,00;"FR7300864";"N16";"Forêts caducifoliées";"7"
19131,00;2797,00;"FR7300864";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"4"
19132,00;2797,00;"FR7300864";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
19133,00;2797,00;"FR7300864";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"5"
19134,00;2797,00;"FR7300864";"N12";"Cultures céréalières extensives   (incluant les cultures en rotation avec une jachère régulière)";"1"
19135,00;2797,00;"FR7300864";"N14";"Prairies ameliorées";"1"
19136,00;2797,00;"FR7300864";"N17";"Forêts de résineux";"1"
19137,00;2797,00;"FR7300864";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"2"
19138,00;2797,00;"FR7300864";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"1"
19163,00;2801,00;"FR7300855";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
19164,00;2801,00;"FR7300855";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"12"
19165,00;2801,00;"FR7300855";"N09";"Pelouses sèches, Steppes";"35"
19166,00;2801,00;"FR7300855";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"4"
19167,00;2801,00;"FR7300855";"N16";"Forêts caducifoliées";"5"
19168,00;2801,00;"FR7300855";"N17";"Forêts de résineux";"1"
19169,00;2801,00;"FR7300855";"N15";"Autres terres arables";"1"
19170,00;2801,00;"FR7300855";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"1"
19171,00;2801,00;"FR7300855";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
19172,00;2801,00;"FR7300855";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"5"
19173,00;2801,00;"FR7300855";"N12";"Cultures céréalières extensives   (incluant les cultures en rotation avec une jachère régulière)";"1"
19174,00;2801,00;"FR7300855";"N14";"Prairies ameliorées";"1"
19175,00;2801,00;"FR7300855";"N19";"Forêts mixtes";"2"
19176,00;2801,00;"FR7300855";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"30"
19177,00;2802,00;"FR7300822";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"0"
19178,00;2802,00;"FR7300822";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"16"
19179,00;2802,00;"FR7300822";"N11";"Pelouses alpine et sub-alpine";"28"
19180,00;2802,00;"FR7300822";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
19181,00;2802,00;"FR7300822";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"23"
19182,00;2802,00;"FR7300822";"N16";"Forêts caducifoliées";"27"
19183,00;2802,00;"FR7300822";"N17";"Forêts de résineux";"4"
19184,00;2802,00;"FR7300822";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
19217,00;2812,00;"FR7300821";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"2"
19218,00;2812,00;"FR7300821";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
19219,00;2812,00;"FR7300821";"N16";"Forêts caducifoliées";"20"
19220,00;2812,00;"FR7300821";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"7"
19221,00;2812,00;"FR7300821";"N11";"Pelouses alpine et sub-alpine";"25"
19222,00;2812,00;"FR7300821";"N17";"Forêts de résineux";"10"
19223,00;2812,00;"FR7300821";"N18";"Forêts sempervirentes non résineuses";"5"
19224,00;2812,00;"FR7300821";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"1"
19225,00;2812,00;"FR7300821";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"28"
19226,00;2812,00;"FR7300821";"N14";"Prairies ameliorées";"1"
19266,00;2819,00;"FR7300836";"N09";"Pelouses sèches, Steppes";"16"
19267,00;2819,00;"FR7300836";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"19"
19268,00;2819,00;"FR7300836";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
19269,00;2819,00;"FR7300836";"N15";"Autres terres arables";"1"
19270,00;2819,00;"FR7300836";"N16";"Forêts caducifoliées";"56"
19271,00;2819,00;"FR7300836";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"6"
19272,00;2819,00;"FR7300836";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"1"
19312,00;2827,00;"FR7300914";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"100"
19364,00;2835,00;"FR7300924";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
19365,00;2835,00;"FR7300924";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
19366,00;2835,00;"FR7300924";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"27"
19367,00;2835,00;"FR7300924";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"31"
19368,00;2835,00;"FR7300924";"N16";"Forêts caducifoliées";"10"
19369,00;2835,00;"FR7300924";"N11";"Pelouses alpine et sub-alpine";"30"
19387,00;2838,00;"FR7300927";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
19388,00;2838,00;"FR7300927";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
19389,00;2838,00;"FR7300927";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"12"
19390,00;2838,00;"FR7300927";"N17";"Forêts de résineux";"3"
19391,00;2838,00;"FR7300927";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"41"
19392,00;2838,00;"FR7300927";"N11";"Pelouses alpine et sub-alpine";"40"
19393,00;2838,00;"FR7300927";"N16";"Forêts caducifoliées";"2"
19394,00;2839,00;"FR7300928";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
19395,00;2839,00;"FR7300928";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
19396,00;2839,00;"FR7300928";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"16"
19397,00;2839,00;"FR7300928";"N09";"Pelouses sèches, Steppes";"6"
19398,00;2839,00;"FR7300928";"N16";"Forêts caducifoliées";"2"
19399,00;2839,00;"FR7300928";"N17";"Forêts de résineux";"2"
19400,00;2839,00;"FR7300928";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"28"
19401,00;2839,00;"FR7300928";"N11";"Pelouses alpine et sub-alpine";"42"
19402,00;2839,00;"FR7300928";"N19";"Forêts mixtes";"1"
19403,00;2839,00;"FR7300928";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
19452,00;2848,00;"FR7300880";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"3"
19453,00;2848,00;"FR7300880";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
19454,00;2848,00;"FR7300880";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"9"
19455,00;2848,00;"FR7300880";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
19456,00;2848,00;"FR7300880";"N16";"Forêts caducifoliées";"1"
19457,00;2848,00;"FR7300880";"N17";"Forêts de résineux";"2"
19458,00;2848,00;"FR7300880";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"43"
19459,00;2848,00;"FR7300880";"N11";"Pelouses alpine et sub-alpine";"32"
19460,00;2848,00;"FR7300880";"N19";"Forêts mixtes";"8"
19461,00;2848,00;"FR7300880";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"0"
19462,00;2849,00;"FR7300881";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"2"
19463,00;2849,00;"FR7300881";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
19464,00;2849,00;"FR7300881";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"13"
19465,00;2849,00;"FR7300881";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"5"
19466,00;2849,00;"FR7300881";"N16";"Forêts caducifoliées";"2"
19467,00;2849,00;"FR7300881";"N17";"Forêts de résineux";"9"
19468,00;2849,00;"FR7300881";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"24"
19469,00;2849,00;"FR7300881";"N11";"Pelouses alpine et sub-alpine";"18"
19470,00;2849,00;"FR7300881";"N19";"Forêts mixtes";"25"
