"PK_MAP";"FPK_NATURA";"SITECODE";"SCALE";"SOURCE";"ANNEE_REF";"DETAILS"
"6559";"8364";"FR9301567";"25000";"SCAN25";;"Ancien périmètre SCAN100 renumérisé sur SCAN25. Surface 4795 ha Lamb2, convertie en 4817 ha Lamb93.

MAJ 2013.08 : recalage périmètre sur limite régionale BD TOPO."
"6560";"8365";"FR9301568";"25000";"SCAN25";;"Périmètre digitalisé sur IGN SCAN25, consultation réglementaire en mai 2002 (avec extension comparé à l'ancien périmètre SCAN100 de 1998).

MAJ 2014.08 : conversion surface Lamb2 (1614 ha) en Lamb93 (1609 ha)."
"6561";"8366";"FR9301569";"25000";"SCAN25";;"IGN SCAN25. Surface 453 ha Lamb2, convertie en 452.4 = 453 ha Lamb93 (nov 2012)."
"6562";"8367";"FR9301570";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Mais carte officielle sur fond IGN SCAN100. Surface 18232 ha Lamb.2 étendu, convertie en 18192 ha Lamb.93 (nov. 2012)."
"6563";"8368";"FR9301571";"25000";"SCAN25";;"Périmètre initial numérisé sur SCAN100. Recalé sur SCAN25 en octobre 2012, en conservant la logique du trait initial. Surf 3620 ha Lamb93."
"6564";"8369";"FR9301572";"25000";"SCAN25";;"IGN SCAN25. Surface Lamb2 = Lamb93 = 170 ha.

"
"6565";"8370";"FR9301573";"25000";"SCAN25";;"Trait de cote SHOM/IGN (HISTOLITT v1.0, 2007). Surface convertie en Lamb93 (aout 2013)."
"6566";"8371";"FR9301574";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2014.07 : conversion surf Lamb2 (4936 ha) en Lamb93 (4926 ha)."
"6567";"8372";"FR9301576";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25) mais imprecis. 

MAJ 2014.07 : conversion surf Lamb2 (817 ha) en Lamb93 (816 ha).// MAJ 2019.10 : modif ponctuelle pour harmonisation tangence avec FR8201689."
"6568";"8373";"FR9301577";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2014.07 : conversion surf Lamb2 (1247 ha) en Lamb93 (1245 ha)."
"6569";"8374";"FR9301578";"100000";"SCAN100";;"Périmètre N2000 initial (1998) numérisé sur fond SCAN100 et de manière imprécise. // A fait l'objet en 2011 d'un recalage et affinage sur fond SCAN25 (2034 ha), mais non validé par Paris. Dans le doute, maintien surface ancien périmètre Scan100, avec conv"
"6570";"8375";"FR9301580";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Mais carte officielle sur fond IGN SCAN100.

MAJ 2014.07 : conversion surf Lamb2 (3140 ha) en Lamb93 (3134 ha)."
"6571";"8376";"FR9301582";"25000";"SCAN25";;"MAJ 2014.08 : conversion surf Lamb2 (1738 ha) en Lamb93 (1734 ha)."
"6572";"8377";"FR9301583";"25000";"SCAN25";;"MAJ 2014.08 : conversion surf Lamb2 (1309 ha) en Lamb93 (1306 ha)."
"6573";"8378";"FR9301585";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Mais carte officielle sur fond IGN SCAN100.

MAJ 2014.07 : conversion surf Lamb2 (21 365 ha) en Lamb93 (21 319 ha)."
"6574";"8379";"FR9301587";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2014.08 : conversion surf site Lamb2 (968 ha) en Lamb93 (966 ha)."
"6575";"8380";"FR9301589";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Cartes papier (complément au champ de gauche de taille trop limitée) : IGN 3341 OT; 3342 ET; 3342 OT; 3343 OT; 3438 ET. Surface 15 954 ha Lamb2, converti en 15 920 ha Lamb93 (nov 2012)."
"6576";"8381";"FR9301590";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). MAJ 2014.03 : conversion surface site en 12579 ha Lamb93 (au lieu de 12606 ha Lamb2e)."
"6577";"8382";"FR9301592";"25000";"SCAN25";;"Trait de cote SHOM/IGN (HISTOLITT v1.0, 2007). Surface 113 729 ha Lamb2, convertie en 113 461 ha Lamb93 (janv 2013). Ajustement surface juin 2013, suite a ajustement perimetre (harmonisation tangence PACA/LR, voir note DREAL explicative)."
"6578";"8383";"FR9301594";"25000";"SCAN25";;"Perimetre initial (1998) tracé sur IGN SCAN100. Intégration du tunnel d'Orgon en 2007. Recalage cartographique sur SCAN25 réalisé en 2009, ayant servi à l'arrêté ministériel ZSC du 16/02/2010."
"6579";"8384";"FR9301595";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Mais carte officielle sur fond IGN SCAN100.

MAJ 2009.04 : conversion surf site Lamb2 (31 607 ha) en Lamb93 (31 538 ha)."
"6580";"8385";"FR9301596";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Mais carte officielle sur fond IGN SCAN100.

MAJ 2014.07 : conversion surface du Lamb2 (11 085 ha) au Lamb93 (11 061 ha)."
"6581";"8386";"FR9301597";"25000";"SCAN25";;"Janv 2013 : périmètre recalé sur SCAN25, en respectant la logique du périmètre initial Scan100 et en se calant pour partie sur les terrains acquis par le conservatoire du littoral. Surf 1560 ha Lamb93."
"6582";"8387";"FR9301601";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Trait de cote SHOM/IGN (HISTOLITT v1.0, 2007). MAJ 2013.04 : conversion surface 5553 ha Lamb93 (au lieu de 5565 Lamb2e)."
"6583";"8388";"FR9301602";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Trait de cote SHOM/IGN (HISTOLITT v1.0, 2007). Surface convertie en Lamb93 (aout 2013)."
"6584";"8389";"FR9301603";"25000";"SCAN25";;"Périmètre numérisé d'après fond SCAN25.

MAJ 2014.08 : conversion surf Lamb2 (10 067 ha) en Lamb93 (10 044 ha)."
"6585";"8390";"FR9301605";"25000";"SCAN25";;"Périmètre numérisé sur fond IGN SCAN25. Surface convertie en Lamb93 (aout 2013)."
"6586";"8391";"FR9301606";"25000";"SCAN25";;"Périmètre ancien (1998), IGN SCAN100. Surface 2169 ha Lamb2 convertie en 2164 Lamb93. // MAJ 2016.07 : forte extension du périmètre. Numérisé sur fond SCAN25."
"6587";"8392";"FR9301608";"25000";"SCAN25";;"janv 2013 : périmètre initial SCAN100 (surf 11 321 ha Lamb2) recalé sur SCAN25 (surf 11 304 ha Lamb93)."
"6588";"8393";"FR9301609";"25000";"SCAN25";;"Périmètre numérisé sur fond IGN SCAN25.

MAJ 2014.07 : conversion surface Lamb2 (768 ha) en Lamb 93 (766 ha)."
"6589";"8394";"FR9301610";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Maj janv 2013 : surf 1340 ha Lamb2 convertie en 1337 ha Lamb93."
"6590";"8395";"FR9301613";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Trait de cote SHOM/IGN (HISTOLITT v1.0, 2007). Surface 48 978 ha lamb2, convertie en 48 867 ha lamb93 (dec 2012)."
"6591";"8396";"FR9301615";"25000";"SCAN25";;"Janv 2013 : surface 1280 ha Lamb2, convertie en 1277 ha Lamb93."
"6592";"8397";"FR9301616";"100000";"IGN";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Mais carte officielle sur fond IGN SCAN100. Janv 2013 : surface 9819 ha Lamb2, convertie en 9798 ha Lamb93."
"6593";"8398";"FR9301618";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2014.07 : conversion surf Lamb2 (5612 ha) en Lamb93 (5599 ha)."
"6594";"8399";"FR9301620";"25000";"SCAN25";;"Périmètre initial SCAN100 (surf 1012 ha Lamb2). Recalé sur SCAN25 en janv 2013 (sans reconsultation, surf 1059 ha Lamb2)."
"6595";"8400";"FR9301621";"25000";"SCAN25";;"MAJ 2014.08 : conversion surf Lamb2 (83.51 ha) en Lamb93 (83.33 ha)."
"6596";"8401";"FR9301622";"25000";"SCAN25";;"Périmètre initial sur IGN SCAN100 (Surface 33 950 ha lamb2). Ajusté sur SCAN25 (sans reconsultation) automne 2012. Nouvelle surface 34 264 ha lamb93."
"6597";"8402";"FR9301624";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Trait de cote SHOM/IGN (HISTOLITT v1.0, 2007). Surface 29 061 lamb2, convertie en 28 995 ha lamb93 (dec 2012)."
"6598";"8403";"FR9301625";"25000";"SCAN25";;"périmètre initial scan100 (5081 ha Lamb2), recalé sur fond scan25 (5158 ha Lamb93), janv 2013."
"6599";"8404";"FR9301626";"25000";"IGN";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Janv 2013 : surf 12 246 ha Lamb2 convertie en 12 219 ha Lamb93."
"6600";"8405";"FR9301627";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Surface 1386 ha Lamb2, convertie en 1383 Lamb93 (dec2012).

MAJ 2013.10.21 : correction perimetre, retrait de 3 ha debordant sur Puget-sur-Argens car commune non consultée en 2004 et zone très artificialisée. Au"
"6601";"8406";"FR9301628";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Trait de cote SHOM/IGN (HISTOLITT v1.0, 2007). Surface convertie en Lamb93 (aout 2013)."
"6602";"8407";"FR9302002";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2014.07 : conversion surface Lamb2 (1404 ha) en Lamb93 (1401 ha)."
"6603";"8408";"FR9302003";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN 25). MAJ 2014 : conversion surf Lamb2 (1233 ha) en Lamb93 (1230 ha)."
"6604";"8409";"FR9302007";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Surf 44 808 ha Lamb2, 44 712 ha Lamb93."
"6605";"8410";"FR9302008";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Surface 14607 ha Lamb2, convertie en 14576 Lamb93 (nov 2012)."
"6606";"8411";"FR9400598";"25000";"SCAN25";;
"6608";"8412";"FR1100798";"50000";"IGN";;"Logiciel MAPINFO

Numérisation sur le fond de plan raster SCAN25 IGN 1996"
"6609";"8413";"FR1100800";"25000";"IGN";;"Logiciel MAPINFO. Numérisation sur le fond de plan raster SCAN25 IGN 1996"
"6610";"8414";"FR1100802";"25000";"IGN";;"Logiciel MAPINFO. Numérisation sur fond de plan RASTER SCAN25 IGN 1996"
"6611";"8415";"FR1100812";"100000";"IGN";;"Logiciel MAPINFO

Numérisation sur le fond de plan raster SCAN25 IGN 1996"
"6612";"8416";"FR1100819";"25000";"IGN";;"Logiciel MAPINFO

Numérisation sur le fond de plan raster SCAN25 IGN 1996"
"6613";"8417";"FR2100250";"25000";"IGN";;
"6614";"8418";"FR2100259";"25000";"IGN";;
"6615";"8419";"FR2100271";"25000";"IGN";;
"6616";"8420";"FR2100297";"25000";"IGN";;
"6617";"8421";"FR2100302";"25000";"IGN";;
"6618";"8422";"FR2100308";"25000";"IGN";;
"6619";"8423";"FR2200346";"100000";"IGN";;
"6620";"8424";"FR2200357";"25000";"SCAN25";;
"6621";"8425";"FR2200378";"25000";"IGN";;
"6622";"8426";"FR2200380";"25000";"IGN";;
"6623";"8427";"FR2200390";"25000";"IGN";;"1/25000"
"6624";"8428";"FR2200566";"100000";"IGN";;
"6625";"8429";"FR2300149";"100000";"IGN";"2022";
"6626";"8430";"FR2302008";"25000";"IGN";"2022";"Extension de périmètre en cours"
"6627";"8431";"FR2500094";"25000";"IGN";;
"6628";"8432";"FR2500119";"5000";"IGN";"2021";
"6629";"8433";"FR2612002";"25000";"IGN";"2008";
"6630";"8434";"FR2612010";"25000";"SCAN25";"2013";
"6631";"8435";"FR3100487";"25000";"IGN";;
"6632";"8436";"FR3100495";"25000";"IGN";;
"6633";"8437";"FR4100167";"25000";"IGN";;
"6634";"8438";"FR4100170";"25000";"IGN";;
"6635";"8439";"FR4100179";"25000";"IGN";;
"6636";"8440";"FR4100189";"25000";"IGN";;
"6637";"8441";"FR4100232";"25000";"IGN";;
"6638";"8442";"FR4100234";"25000";"IGN";;
"6639";"8443";"FR4100240";"25000";"IGN";;
"6640";"8444";"FR4100241";"25000";"IGN";;
"6641";"8445";"FR4100243";"25000";"IGN";;
"6642";"8446";"FR4110062";"25000";"IGN";;
"6643";"8447";"FR4112000";"25000";"IGN";;
"6644";"8448";"FR4112013";"25000";"SCAN25";;
"6645";"8449";"FR4112014";"25000";"SCAN25";;
"6646";"8450";"FR4201813";"25000";"IGN";;
"6647";"8451";"FR4301291";"25000";"IGN";;
"6648";"8452";"FR4301298";"25000";"AUTRE";;
"6649";"8453";"FR4301308";"1000";"BDORTHO";;
"6650";"8454";"FR4310112";"25000";"IGN";;
"6651";"8455";"FR4312005";"25000";"AUTRE";;
"6652";"8456";"FR4312009";"25000";"IGN";;
"6653";"8457";"FR4312017";"100000";"AUTRE";;
"6654";"8458";"FR4312032";"25000";"IGN";;
"6655";"8459";"FR5200624";"50000";"IGN";;
"6656";"8460";"FR5200627";"50000";"IGN";;
"6657";"8461";"FR5200646";"50000";"IGN";;
"6658";"8462";"FR5200647";"25000";"SCAN25";;"Retransmission d'un fichier SIG qui annule et remplace le précédent suite à légère erreur du périmètre dans le fichier initial"
"6659";"8463";"FR5200650";"25000";"IGN";;
"6660";"8464";"FR5200652";"25000";"SCAN25";;
"6661";"8465";"FR5200654";"25000";"IGN";;
"6662";"8466";"FR5200655";"100000";"IGN";;
"6663";"8467";"FR5200658";"100000";"IGN";;
"6664";"8468";"FR5200659";"100000";"IGN";;
"6665";"8469";"FR5212003";"100000";"IGN";;
"6666";"8470";"FR5300003";"25000";"IGN";;
"6667";"8471";"FR5300004";"25000";"IGN";;
"6668";"8472";"FR5300005";"25000";"BDORTHO";;
"6669";"8473";"FR5300006";"25000";"IGN";;
"6670";"8474";"FR5300007";"25000";"IGN";;
"6671";"8475";"FR5300008";"25000";"IGN";;
"6672";"8476";"FR5300009";"25000";"IGN";;
"6673";"8477";"FR5300010";"25000";"IGN";;
"6674";"8478";"FR5300011";"25000";"IGN";;
"6675";"8479";"FR5300012";"25000";"IGN";;
"6676";"8480";"FR5300013";"25000";"IGN";;
"6677";"8481";"FR5300014";"25000";"IGN";;
"6678";"8482";"FR5300015";"25000";"IGN";;
"6679";"8483";"FR5300016";"25000";"IGN";;
"6680";"8484";"FR5300017";"25000";"IGN";;
"6681";"8485";"FR5300018";"25000";"IGN";;
"6682";"8486";"FR5300019";"25000";"IGN";;
"6683";"8487";"FR5300020";"25000";"IGN";;
"6684";"8488";"FR5300021";"25000";"IGN";;
"6685";"8489";"FR5300024";"25000";"IGN";;
"6686";"8490";"FR5300025";"25000";"IGN";;
"6687";"8491";"FR5300026";"25000";"IGN";;
"6688";"8492";"FR5300027";"25000";"IGN";;
"6689";"8493";"FR5300028";"25000";"IGN";;
"6690";"8494";"FR5300029";"25000";"IGN";;
"6691";"8495";"FR5300031";"25000";"IGN";;
"6692";"8496";"FR5300034";"25000";"IGN";;
"6693";"8497";"FR5300035";"25000";"IGN";;
"6694";"8498";"FR5300036";"25000";"IGN";;
"6695";"8499";"FR5300037";"25000";"IGN";;
"6696";"8500";"FR5300039";"25000";"IGN";;
"6697";"8501";"FR5300040";"25000";"IGN";;
"6698";"8502";"FR5300041";"25000";"IGN";;
"6699";"8503";"FR5300043";"25000";"IGN";;
"6700";"8504";"FR5300045";"25000";"IGN";;
"6701";"8505";"FR5300048";"25000";"IGN";;
"6702";"8506";"FR5300049";"25000";"IGN";;
"6703";"8507";"FR5300050";"25000";"IGN";;
"6704";"8508";"FR5300052";"25000";"IGN";;
"6705";"8509";"FR5300058";"25000";"IGN";;
"6706";"8510";"FR5300059";"25000";"IGN";;
"6707";"8511";"FR5300061";"25000";"IGN";;
"6708";"8512";"FR5300062";"25000";"IGN";;
"6709";"8513";"FR5300066";"25000";"IGN";;
"6710";"8514";"FR5300067";"25000";"IGN";;
"6711";"8515";"FR5302001";"25000";"AUTRE";;
"6712";"8516";"FR5302006";"25000";"IGN";;
"6713";"8517";"FR5302014";"25000";"IGN";;
"6714";"8518";"FR5302015";"200000";"SHOM";"2021";"l'échelle est 1/2 000 000 (non possible en saisie dans le champ dédié)"
"6715";"8519";"FR5310052";"25000";"IGN";;
"6716";"8520";"FR5310054";"25000";"IGN";;
"6717";"8521";"FR5310056";"25000";"IGN";;
"6718";"8522";"FR5310071";"25000";"IGN";;
"6719";"8523";"FR5310093";"25000";"IGN";;
"6720";"8524";"FR5310094";"25000";"IGN";;
"6721";"8525";"FR5400403";"50000";"IGN";;
"6722";"8526";"FR5400406";"100000";"IGN";;
"6723";"8527";"FR5400408";"100000";"IGN";;
"6724";"8528";"FR5400410";"25000";"IGN";;
"6725";"8529";"FR5400413";"25000";"IGN";;"SIG MAPINFO rendu à la DIREN"
"6726";"8530";"FR5400417";"100000";"IGN";;
"6727";"8531";"FR5400419";"100000";"IGN";;
"6728";"8532";"FR5400422";"100000";"IGN";;
"6729";"8533";"FR5400424";"100000";"IGN";;
"6730";"8534";"FR5400425";"100000";"IGN";;
"6731";"8535";"FR5400429";"100000";"IGN";;
"6732";"8536";"FR5400430";"100000";"IGN";;
"6733";"8537";"FR5400431";"100000";"IGN";;
"6734";"8538";"FR5400432";"100000";"IGN";;
"6735";"8539";"FR5400433";"100000";"IGN";;
"6736";"8540";"FR5400434";"100000";"IGN";;
"6737";"8541";"FR5400437";"100000";"IGN";;
"6738";"8542";"FR5400438";"100000";"IGN";;
"6739";"8543";"FR5400439";"25000";"IGN";;
"6740";"8544";"FR5400441";"25000";"IGN";;
"6741";"8545";"FR5400442";"25000";"IGN";;
"6742";"8546";"FR5400443";"100000";"IGN";;
"6743";"8547";"FR5400444";"25000";"IGN";;
"6744";"8548";"FR5400445";"100000";"IGN";;
"6745";"8549";"FR5400446";"100000";"IGN";;
"6746";"8550";"FR5400447";"100000";"IGN";;
"6747";"8551";"FR5400450";"100000";"IGN";;
"6748";"8552";"FR5400453";"100000";"IGN";;
"6749";"8553";"FR5400457";"25000";"IGN";;"Fichiers MapInfo ""limites du SIC NB"""
"6750";"8554";"FR5400458";"100000";"IGN";;
"6751";"8555";"FR5400460";"25000";"IGN";;
"6752";"8556";"FR5400465";"100000";"IGN";;"www.pegase-poitou-charentes.fr"
"6753";"8557";"FR5400472";"100000";"IGN";;
"6754";"8558";"FR5400473";"100000";"IGN";;
"6755";"8559";"FR5400535";"100000";"IGN";;
"6756";"8560";"FR5402001";"25000";"IGN";;
"6757";"8561";"FR5402008";"100000";"IGN";;
"6758";"8562";"FR5402009";"100000";"IGN";;
"6759";"8563";"FR5402010";"100000";"IGN";;"www.pegase-poitou-charentes.fr"
"6760";"8564";"FR5402012";"150000";"SHOM";;
"6761";"8565";"FR7200660";"100000";"IGN";;
"6762";"8566";"FR7200661";"25000";"IGN";;
"6763";"8567";"FR7200662";"25000";"IGN";;
"6764";"8568";"FR7200663";"50000";"IGN";;
"6765";"8569";"FR7200664";"50000";"IGN";;
"6766";"8570";"FR7200666";"100000";"IGN";;
"6767";"8571";"FR7200671";"50000";"IGN";;
"6768";"8572";"FR7200672";"25000";"IGN";;
"6769";"8573";"FR7200678";"50000";"IGN";;
"6770";"8574";"FR7200679";"50000";"IGN";;
"6771";"8575";"FR7200681";"50000";"IGN";;
"6772";"8576";"FR7200682";"25000";"SCAN25";;
"6773";"8577";"FR7200683";"50000";"IGN";;
"6774";"8578";"FR7200684";"100000";"IGN";;
"6775";"8579";"FR7200686";"25000";"IGN";;
"6776";"8580";"FR7200688";"25000";"IGN";;
"6777";"8581";"FR7200689";"25000";"IGN";;
"6778";"8582";"FR7200693";"25000";"IGN";;
"6779";"8583";"FR7200695";"25000";"IGN";;
"6780";"8584";"FR7200697";"25000";"IGN";;
"6781";"8585";"FR7200700";"25000";"IGN";;
"6782";"8586";"FR7200702";"25000";"IGN";;
"6783";"8587";"FR7200714";"25000";"IGN";;
"6784";"8588";"FR7200715";"25000";"IGN";;
"6785";"8589";"FR7200716";"50000";"IGN";;
"6786";"8590";"FR7200720";"50000";"IGN";;
"6787";"8591";"FR7200724";"50000";"IGN";;
"6788";"8592";"FR7200733";"25000";"IGN";;
"6789";"8593";"FR7200742";"25000";"IGN";;
"6790";"8594";"FR7200743";"25000";"IGN";;
"6791";"8595";"FR7200744";"25000";"IGN";;
"6792";"8596";"FR7200745";"25000";"IGN";;
"6793";"8597";"FR7200746";"100000";"IGN";;
"6794";"8598";"FR7200747";"25000";"IGN";;
"6795";"8599";"FR7200749";"25000";"IGN";;"Modification site 7200790 Le Saison et recalage technique"
"6796";"8600";"FR7200750";"25000";"IGN";;"version de 2021 - suite à recalage technique et prise en compte modification périmètre 7200790-Le Saison"
"6797";"8601";"FR7200751";"250000";"IGN";;"version 2021 : recalage technique et prise en compte nouveaux périmètres des sites FR7200786-La Nive,FR7200790-Le Saison et FR720754-Montagnes St Jean Pied de Port "
"6798";"8602";"FR7200752";"25000";"IGN";;"Version 2021 : recalage technique et prise en compte nouveaux périmètres sites FR7200786-La Nive et FR720790-Le Saison "
"6799";"8603";"FR7200753";"25000";"IGN";;"version 2021 : recalage technique et prise en compte modification périmètre FR7200754-Montagnes St Jean Pied de Port"
"6800";"8604";"FR7200754";"25000";"IGN";;"Modification périmètre consultation 2019"
"6801";"8605";"FR7200756";"25000";"IGN";;
"6802";"8606";"FR7200758";"25000";"IGN";;
"6803";"8607";"FR7200759";"25000";"IGN";;
"6804";"8608";"FR7200760";"50000";"IGN";;
"6805";"8609";"FR7200771";"25000";"IGN";;
"6806";"8610";"FR7200781";"25000";"IGN";;
"6807";"8611";"FR7200786";"25000";"IGN";;
"6808";"8612";"FR7200789";"25000";"IGN";;
"6809";"8613";"FR7200790";"25000";"IGN";"2020";
"6810";"8614";"FR7200791";"25000";"IGN";;
"6811";"8615";"FR7200793";"25000";"IGN";;
"6812";"8616";"FR7200797";"50000";"IGN";;
"6813";"8617";"FR7200804";"100000";"IGN";;
"6814";"8618";"FR7200805";"50000";"IGN";;
"6815";"8619";"FR7200806";"25000";"IGN";;
"6816";"8620";"FR7200809";"50000";"IGN";;
"6817";"8621";"FR7300831";"25000";"IGN";;"Surface en Projection RGF Lambert 93 - Calcul avec la méthode Cartésienne"
"6818";"8622";"FR7300857";"25000";"IGN";;
"6819";"8623";"FR7300864";"25000";"IGN";;
"6820";"8624";"FR7300877";"25000";"IGN";;
"6821";"8625";"FR7300898";"25000";"IGN";;
"6822";"8626";"FR7300904";"25000";"IGN";;
"6823";"8627";"FR7300905";"25000";"IGN";;
"6824";"8628";"FR7300906";"25000";"IGN";;
"6825";"8629";"FR7300907";"25000";"IGN";;
"6826";"8630";"FR7300908";"25000";"IGN";;
"6827";"8631";"FR7401103";"100000";"IGN";;
"6828";"8632";"FR7401104";"100000";"IGN";;
"6829";"8633";"FR7401105";"50000";"IGN";;
"6830";"8634";"FR7401107";"25000";"IGN";;
"6831";"8635";"FR7401109";"100000";"IGN";;
"6832";"8636";"FR7401123";"25000";"IGN";;
"6833";"8637";"FR7401128";"50000";"IGN";;
"6834";"8638";"FR7401133";"50000";"IGN";;
"6835";"8639";"FR7401146";"100000";"IGN";;
"6836";"8640";"FR7401148";"100000";"IGN";;
"6837";"8641";"FR8201639";"25000";"IGN";;
"6838";"8642";"FR8201640";"25000";"IGN";;
"6839";"8643";"FR8201680";"25000";"SCAN25";;"saisie : entre 1/5000 et 1/25 000ème à partir du SCAN25, BD Ortho 2008 et

cadastre. 

Zonage ajusté avec les limites communales de la bdtopo (le 14/11/2013)."
"6840";"8644";"FR8201735";"25000";"IGN";;"Ajustements mineurs de la carte (en septembre 2013) :  après calage par rapport au cadastre et au site FR8201753 (Col d'Ornon)."
"6841";"8645";"FR8301017";"25000";"IGN";;
"6842";"8646";"FR8301038";"25000";"IGN";;"Ajustement mineur lié avec le site FR 8301049 ""Comté d'Auvergne et Puy Saint Romain"""
"6843";"8647";"FR8301067";"25000";"IGN";;
"6844";"8648";"FR8301070";"25000";"IGN";;
"6845";"8649";"FR8301072";"25000";"IGN";;
"6846";"8650";"FR8301079";"25000";"IGN";;
"6847";"8651";"FR8301083";"25000";"IGN";;
"6848";"8652";"FR8302005";"25000";"IGN";;
"6849";"8653";"FR9101411";"100000";"IGN";;"Surface en projection RGF Lambert 93 (méthode Cartésienne)

Zone étendue (à régulariser modif de P  en 2018)"
"6850";"8654";"FR9101419";"25000";"IGN";;"- Périmètre digitalisé (Scan25 IGN)

- Surface en projection RGF Lambert 93 (méthode Cartésienne)"
"6851";"8655";"FR9101431";"25000";"IGN";;"Surface en RGF Lambert 93 - Méthode Cartésienne"
"6852";"8656";"FR9101472";"100000";"IGN";;"Surface en RGF Lambert 93 - méthode cartésienne "
"6853";"8657";"FR9101481";"25000";"IGN";;"- Projection en RGF Lambert 93 - méthode cartésienne

- Calage sur le TCHv2 (ajustement de Périmètre au 20/04/2016)"
"6854";"8658";"FR9101482";"25000";"IGN";;"- Surface en projection RGF Lambert 93 (Calcul méthode Cartésienne)

- Calage sur le TCHv2 (au 20/04/2016)"
"6855";"8659";"FR9301503";"25000";"SCAN25";;"1998 : pSIC numérisé au 1/100 000e.

MAJ 2013.08 : recalage périmètre sur SCAN25 sans reconsultation. Conversion surface en Lamb93."
"6856";"8660";"FR9400601";"25000";"SCAN25";;
"6857";"8661";"FR9400619";"25000";"IGN";;
"6858";"8662";"FR9402012";"25000";"IGN";;
"6859";"8663";"FR9402020";"25000";"SHOM";;"modif. du périmètre suite à une erreur initiale, ne remet pas en question la procédure de consultation."
"6860";"8664";"FR9412008";"25000";"IGN";"2016";
