"PK_DESIGC";"FPK_NATURA";"SITECODE";"CD_MPRO";"LB_MPRO";"COVER";"PARENT_ISO"
"13312";"3415";"FR9110076";"36";"Réserve naturelle nationale";"48";"FRA"
"13313";"3415";"FR9110076";"21";"Forêt domaniale";"50";"FRA"
"13314";"3415";"FR9110076";"80";"Parc naturel régional";"50";"FRA"
"13379";"3440";"FR9112020";"00";"Aucune protection";"100";"FRA"
"13393";"3445";"FR9112025";"52";"Réserve de chasse et de faune sauvage d'ACCA";"5";"FRA"
"13394";"3445";"FR9112025";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"23";"FRA"
"13395";"3445";"FR9112025";"11";"Terrain acquis par le Conservatoire du Littoral";"55";"FRA"
"13396";"3446";"FR9112026";"23";"Réserve biologique dirigée";"1";"FRA"
"13397";"3446";"FR9112026";"27";"Réserve biologique domaniale dirigée";"1";"FRA"
"13398";"3446";"FR9112026";"36";"Réserve naturelle nationale";"11";"FRA"
"13399";"3446";"FR9112026";"80";"Parc naturel régional";"100";"FRA"
"13418";"3454";"FR9112034";"36";"Réserve naturelle nationale";"18";"FRA"
"13419";"3455";"FR9112035";"00";"Aucune protection";;"FRA"
"13889";"2667";"FR9402013";"36";"Réserve naturelle nationale";"0";"FRA"
"13890";"2667";"FR9402013";"90";"Autre protection";"100";"FRA"
"13891";"2668";"FR9402014";"36";"Réserve naturelle nationale";"0";"FRA"
"13892";"2668";"FR9402014";"90";"Autre protection";"100";"FRA"
"13893";"2669";"FR9402015";"36";"Réserve naturelle nationale";"85";"FRA"
"13897";"3099";"FR9402018";"36";"Réserve naturelle nationale";"0";"FRA"
"13898";"3099";"FR9402018";"90";"Autre protection";"100";"FRA"
"13943";"3506";"FR9412009";"36";"Réserve naturelle nationale";"0";"FRA"
"13944";"3506";"FR9412009";"90";"Autre protection";"100";"FRA"
"13945";"3507";"FR9412010";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0";"FRA"
"13946";"3507";"FR9412010";"80";"Parc naturel régional";"0";"FRA"
"13947";"3507";"FR9412010";"36";"Réserve naturelle nationale";"1";"FRA"
"13948";"3507";"FR9412010";"90";"Autre protection";"100";"FRA"
"13965";"1908";"FR4100201";"29";"Réserve biologique";"33";"FRA"
"13968";"2850";"FR7300883";"29";"Réserve biologique";"5";"FRA"
"13972";"2479";"FR9101383";"68";"Réserve de Biosphère";;"INT"
"13974";"3178";"FR2510048";"72";"Zone humide protégée par la convention de Ramsar";"89";"INT"
"13994";"3506";"FR9412009";"79";"Autres désignations internationales";"100";"INT"
"13996";"2812";"FR7300821";"29";"Réserve biologique";"1";"FRA"
"14003";"1849";"FR4100194";"29";"Réserve biologique";"51";"FRA"
"14018";"3231";"FR4211814";"24";"Réserve biologique intégrale";"0";"FRA"
"14024";"1906";"FR4100198";"29";"Réserve biologique";"100";"FRA"
"14054";"2801";"FR7300855";"68";"Réserve de Biosphère";"0";"INT"
"14070";"3176";"FR2510046";"72";"Zone humide protégée par la convention de Ramsar";"95";"INT"
"14078";"3507";"FR9412010";"79";"Autres désignations internationales";"100";"INT"
"14084";"2669";"FR9402015";"79";"Autres désignations internationales";"100";"INT"
"14088";"1909";"FR4100202";"29";"Réserve biologique";"83";"FRA"
"14094";"1905";"FR4100197";"29";"Réserve biologique";"2";"FRA"
"14097";"3178";"FR2510048";"71";"Zone de la Convention du Patrimoine Mondial (UNESCO)";;"INT"
"14100";"2849";"FR7300881";"29";"Réserve biologique";"4";"FRA"
"14117";"3099";"FR9402018";"79";"Autres désignations internationales";"100";"INT"
"14129";"2670";"FR9402016";"79";"Autres désignations internationales";"100";"INT"
"14131";"3217";"FR4112007";"29";"Réserve biologique";"100";"FRA"
"14139";"1892";"FR4100193";"29";"Réserve biologique";"100";"FRA"
"14142";"3220";"FR4112010";"29";"Réserve biologique";"33";"FRA"
"14154";"2668";"FR9402014";"79";"Autres désignations internationales";"100";"INT"
"14157";"2667";"FR9402013";"79";"Autres désignations internationales";"100";"INT"
"14166";"3176";"FR2510046";"69";"Réserve Biogénétique du Conseil de l'Europe";"2";"INT"
"14865";"3807";"FR7401142";"00";"Aucune protection";"100";"FRA"
"14889";"3817";"FR9101464";"32";"Site classé selon la loi de 1930";"100";"FRA"
"14931";"3831";"FR5202002";"37";"Réserve naturelle volontaire";"60";"FRA"
"14980";"3855";"FR7300891";"00";"Aucune protection";"100";"FRA"
"15088";"3895";"FR7300923";"22";"Forêt non domaniale bénéficiant du régime forestier";"5";"FRA"
"15089";"3895";"FR7300923";"90";"Autre protection";"80";"FRA"
"15090";"3895";"FR7300923";"34";"Parc national, aire d'adhésion";"100";"FRA"
"15138";"3917";"FR4301318";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"3";"FRA"
"15139";"3918";"FR8301052";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"15140";"3918";"FR8301052";"22";"Forêt non domaniale bénéficiant du régime forestier";"9";"FRA"
"15141";"3918";"FR8301052";"32";"Site classé selon la loi de 1930";"98";"FRA"
"15142";"3918";"FR8301052";"80";"Parc naturel régional";"100";"FRA"
"15163";"3926";"FR7300953";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"15192";"3937";"FR5312012";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"12";"FRA"
"15193";"3937";"FR5312012";"13";"Terrain acquis par un département";"33";"FRA"
"15308";"3984";"FR9302001";"00";"Aucune protection";"100";"FRA"
"15340";"3995";"FR7300835";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"100";"FRA"
"15341";"3995";"FR7300835";"80";"Parc naturel régional";"100";"FRA"
"15343";"3996";"FR7300840";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"100";"FRA"
"15345";"3996";"FR7300840";"80";"Parc naturel régional";"100";"FRA"
"15383";"4015";"FR7300839";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"100";"FRA"
"15385";"4015";"FR7300839";"80";"Parc naturel régional";"100";"FRA"
"15467";"4051";"FR7300838";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"100";"FRA"
"15469";"4051";"FR7300838";"80";"Parc naturel régional";"100";"FRA"
"15548";"4084";"FR4301282";"31";"Site inscrit selon la loi de 1930";"21";"FRA"
"15549";"4084";"FR4301282";"80";"Parc naturel régional";"100";"FRA"
"15655";"4117";"FR1100805";"31";"Site inscrit selon la loi de 1930";"21";"FRA"
"15656";"4117";"FR1100805";"13";"Terrain acquis par un département";"33";"FRA"
"15657";"4117";"FR1100805";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"95";"FRA"
"15686";"4142";"FR2310045";"11";"Terrain acquis par le Conservatoire du Littoral";"0";"FRA"
"15687";"4142";"FR2310045";"32";"Site classé selon la loi de 1930";"1";"FRA"
"15688";"4142";"FR2310045";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"6";"FRA"
"15689";"4142";"FR2310045";"00";"Aucune protection";"93";"FRA"
"15772";"4172";"FR4312022";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"2";"FRA"
"15773";"4172";"FR4312022";"80";"Parc naturel régional";"100";"FRA"
"15774";"4173";"FR4312023";"31";"Site inscrit selon la loi de 1930";"0";"FRA"
"15775";"4173";"FR4312023";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"38";"FRA"
"15776";"4173";"FR4312023";"32";"Site classé selon la loi de 1930";"42";"FRA"
"15777";"4173";"FR4312023";"80";"Parc naturel régional";"100";"FRA"
"15778";"4174";"FR4312024";"31";"Site inscrit selon la loi de 1930";"0";"FRA"
"15779";"4174";"FR4312024";"80";"Parc naturel régional";"82";"FRA"
"15780";"4175";"FR4312025";"29";"Réserve biologique";"2";"FRA"
"15781";"4175";"FR4312025";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"4";"FRA"
"15782";"4175";"FR4312025";"32";"Site classé selon la loi de 1930";"55";"FRA"
"15799";"4179";"FR5200633";"80";"Parc naturel régional";"100";"FRA"
"15820";"4190";"FR5200651";"00";"Aucune protection";"100";"FRA"
"15830";"4193";"FR5202001";"20";"Autre terrain acquis (fondation, association, etc.)";"50";"FRA"
"15831";"4193";"FR5202001";"80";"Parc naturel régional";"100";"FRA"
"15855";"4204";"FR8201648";"80";"Parc naturel régional";"100";"FRA"
"15856";"4204";"FR8201648";"93";"Réserve naturelle régionale";"94";"FRA"
"15861";"4206";"FR8201666";"00";"Aucune protection";"100";"FRA"
"15872";"4211";"FR8201697";"00";"Aucune protection";"100";"FRA"
"15874";"4213";"FR8301014";"00";"Aucune protection";"100";"FRA"
"15969";"4256";"FR2200349";"21";"Forêt domaniale";"100";"FRA"
"15972";"4260";"FR2200371";"93";"Réserve naturelle régionale";"10";"FRA"
"15975";"4262";"FR2200376";"15";"Terrain acquis par un conservatoire d'espaces naturels";"37";"FRA"
"15978";"4264";"FR2200395";"21";"Forêt domaniale";"1";"FRA"
"15979";"4264";"FR2200395";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"15980";"4264";"FR2200395";"22";"Forêt non domaniale bénéficiant du régime forestier";"6";"FRA"
"15981";"4264";"FR2200395";"15";"Terrain acquis par un conservatoire d'espaces naturels";"12";"FRA"
"15982";"4264";"FR2200395";"31";"Site inscrit selon la loi de 1930";"3";"FRA"
"16163";"4342";"FR7200800";"00";"Aucune protection";"100";"FRA"
"16181";"4349";"FR8201690";"21";"Forêt domaniale";"68";"FRA"
"16182";"4349";"FR8201690";"93";"Réserve naturelle régionale";"2";"FRA"
"16184";"4351";"FR8201760";"80";"Parc naturel régional";"100";"FRA"
"16193";"4356";"FR8301025";"21";"Forêt domaniale";"97,8";"FRA"
"16200";"4359";"FR8301036";"15";"Terrain acquis par un conservatoire d'espaces naturels";"2";"FRA"
"16202";"4361";"FR8301048";"80";"Parc naturel régional";"51";"FRA"
"16203";"4361";"FR8301048";"17";"Zone naturelle et forestière de document d'urbanisme";"50";"FRA"
"16204";"4362";"FR8301056";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"16205";"4362";"FR8301056";"22";"Forêt non domaniale bénéficiant du régime forestier";"12";"FRA"
"16206";"4362";"FR8301056";"80";"Parc naturel régional";"100";"FRA"
"16211";"4365";"FR8301069";"22";"Forêt non domaniale bénéficiant du régime forestier";"40";"FRA"
"16212";"4365";"FR8301069";"82";"Zone bénéficiant de mesures agro-environnementales";"15";"FRA"
"16213";"4365";"FR8301069";"81";"Zone sous convention de gestion";"1";"FRA"
"16214";"4365";"FR8301069";"23";"Réserve biologique dirigée";"3";"FRA"
"16225";"4373";"FR8301087";"00";"Aucune protection";"100";"FRA"
"16229";"4375";"FR8302007";"31";"Site inscrit selon la loi de 1930";;"FRA"
"16230";"4375";"FR8302007";"90";"Autre protection";;"FRA"
"16236";"4381";"FR9101405";"80";"Parc naturel régional";"56";"FRA"
"16237";"4381";"FR9101405";"31";"Site inscrit selon la loi de 1930";"60";"FRA"
"16238";"4381";"FR9101405";"72";"Zone humide protégée par la convention de Ramsar";"91";"INT"
"16268";"4392";"FR9301996";"32";"Site classé selon la loi de 1930";"9";"FRA"
"16269";"4392";"FR9301996";"79";"Autres désignations internationales";"100";"INT"
"16271";"4394";"FR9301998";"31";"Site inscrit selon la loi de 1930";"2";"FRA"
"16272";"4395";"FR9301999";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"16273";"4395";"FR9301999";"42";"Réserve naturelle conventionnelle";"40";"FRA"
"16293";"4427";"FR2200373";"15";"Terrain acquis par un conservatoire d'espaces naturels";"13";"FRA"
"16294";"4428";"FR2200379";"31";"Site inscrit selon la loi de 1930";"25";"FRA"
"16304";"4432";"FR2200391";"36";"Réserve naturelle nationale";"40";"FRA"
"16327";"4446";"FR2502020";"32";"Site classé selon la loi de 1930";"1";"FRA"
"16328";"4446";"FR2502020";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"3";"FRA"
"16329";"4446";"FR2502020";"00";"Aucune protection";"97";"FRA"
"16368";"4465";"FR2601008";"00";"Aucune protection";"100";"FRA"
"16393";"4478";"FR4301281";"22";"Forêt non domaniale bénéficiant du régime forestier";"0";"FRA"
"16394";"4478";"FR4301281";"80";"Parc naturel régional";"90";"FRA"
"16398";"4482";"FR4301290";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0,9";"FRA"
"16399";"4482";"FR4301290";"31";"Site inscrit selon la loi de 1930";"8";"FRA"
"16400";"4482";"FR4301290";"80";"Parc naturel régional";"99";"FRA"
"16420";"4490";"FR4301310";"80";"Parc naturel régional";"100";"FRA"
"16424";"4492";"FR4301315";"36";"Réserve naturelle nationale";"7";"FRA"
"16425";"4492";"FR4301315";"80";"Parc naturel régional";"100";"FRA"
"16430";"4495";"FR4301319";"31";"Site inscrit selon la loi de 1930";"2";"FRA"
"16431";"4495";"FR4301319";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"95";"FRA"
"16432";"4495";"FR4301319";"80";"Parc naturel régional";"100";"FRA"
"16433";"4496";"FR4301320";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"36";"FRA"
"16434";"4496";"FR4301320";"80";"Parc naturel régional";"100";"FRA"
"16444";"4500";"FR4301330";"31";"Site inscrit selon la loi de 1930";"0,23";"FRA"
"16445";"4500";"FR4301330";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"6";"FRA"
"16446";"4500";"FR4301330";"32";"Site classé selon la loi de 1930";"66";"FRA"
"16447";"4500";"FR4301330";"80";"Parc naturel régional";"90";"FRA"
"16448";"4500";"FR4301330";"21";"Forêt domaniale";"8";"FRA"
"16449";"4501";"FR4301331";"31";"Site inscrit selon la loi de 1930";"0";"FRA"
"16450";"4501";"FR4301331";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"2";"FRA"
"16451";"4501";"FR4301331";"32";"Site classé selon la loi de 1930";"3";"FRA"
"16452";"4501";"FR4301331";"80";"Parc naturel régional";"100";"FRA"
"16463";"4506";"FR4301344";"31";"Site inscrit selon la loi de 1930";"0";"FRA"
"16464";"4506";"FR4301344";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"16465";"4506";"FR4301344";"80";"Parc naturel régional";"4";"FRA"
"16475";"4509";"FR4301350";"31";"Site inscrit selon la loi de 1930";"0";"FRA"
"16476";"4509";"FR4301350";"32";"Site classé selon la loi de 1930";"5";"FRA"
"16477";"4509";"FR4301350";"80";"Parc naturel régional";"7";"FRA"
"16503";"4519";"FR5400405";"15";"Terrain acquis par un conservatoire d'espaces naturels";"3";"FRA"
"16505";"4521";"FR5400407";"32";"Site classé selon la loi de 1930";"100";"FRA"
"16509";"4524";"FR5400411";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"100";"FRA"
"16510";"4527";"FR5400420";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"2";"FRA"
"16524";"4536";"FR5400459";"00";"Aucune protection";"100";"FRA"
"16531";"4540";"FR5402011";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"100";"FRA"
"16624";"4581";"FR8201729";"13";"Terrain acquis par un département";"13";"FRA"
"16627";"4583";"FR8201736";"21";"Forêt domaniale";"25";"FRA"
"16628";"4583";"FR8201736";"32";"Site classé selon la loi de 1930";"78,4";"FRA"
"16629";"4583";"FR8201736";"34";"Parc national, aire d'adhésion";"100";"FRA"
"16631";"4583";"FR8201736";"31";"Site inscrit selon la loi de 1930";"14,6";"FRA"
"16632";"4584";"FR8201738";"21";"Forêt domaniale";"1";"FRA"
"16633";"4584";"FR8201738";"34";"Parc national, aire d'adhésion";"57,9";"FRA"
"16634";"4585";"FR8201741";"21";"Forêt domaniale";"97";"FRA"
"16635";"4585";"FR8201741";"80";"Parc naturel régional";"100";"FRA"
"16643";"4588";"FR8201745";"80";"Parc naturel régional";"100";"FRA"
"16644";"4589";"FR8201749";"80";"Parc naturel régional";"6,96";"FRA"
"16645";"4589";"FR8201749";"36";"Réserve naturelle nationale";"49,9";"FRA"
"16652";"4592";"FR8202004";"52";"Réserve de chasse et de faune sauvage d'ACCA";"20";"FRA"
"16653";"4592";"FR8202004";"80";"Parc naturel régional";"100";"FRA"
"16654";"4593";"FR8202006";"32";"Site classé selon la loi de 1930";"58";"FRA"
"16655";"4594";"FR8301019";"22";"Forêt non domaniale bénéficiant du régime forestier";"16";"FRA"
"16656";"4594";"FR8301019";"21";"Forêt domaniale";"84";"FRA"
"16661";"4597";"FR8301039";"13";"Terrain acquis par un département";"2";"FRA"
"16662";"4597";"FR8301039";"15";"Terrain acquis par un conservatoire d'espaces naturels";"5";"FRA"
"16663";"4597";"FR8301039";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"10";"FRA"
"16664";"4597";"FR8301039";"80";"Parc naturel régional";"100";"FRA"
"16671";"4599";"FR8301051";"21";"Forêt domaniale";;"FRA"
"16672";"4599";"FR8301051";"80";"Parc naturel régional";"100";"FRA"
"16677";"4601";"FR8301060";"80";"Parc naturel régional";"100";"FRA"
"16682";"4606";"FR8301081";"00";"Aucune protection";"100";"FRA"
"16690";"4611";"FR8302002";"22";"Forêt non domaniale bénéficiant du régime forestier";"30";"FRA"
"16691";"4611";"FR8302002";"80";"Parc naturel régional";"100";"FRA"
"16696";"4614";"FR9101361";"33";"Parc national, zone coeur";"100";"FRA"
"16697";"4614";"FR9101361";"68";"Réserve de Biosphère";"100";"INT"
"16698";"4615";"FR9101362";"34";"Parc national, aire d'adhésion";"100";"FRA"
"16699";"4615";"FR9101362";"68";"Réserve de Biosphère";"100";"INT"
"16712";"4620";"FR9101424";"23";"Réserve biologique dirigée";"8";"FRA"
"16713";"4620";"FR9101424";"27";"Réserve biologique domaniale dirigée";"8";"FRA"
"16714";"4620";"FR9101424";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"13";"FRA"
"16715";"4620";"FR9101424";"32";"Site classé selon la loi de 1930";"24";"FRA"
"16716";"4620";"FR9101424";"51";"Réserve nationale de chasse et de faune sauvage";"75";"FRA"
"16717";"4620";"FR9101424";"21";"Forêt domaniale";"91";"FRA"
"16718";"4620";"FR9101424";"80";"Parc naturel régional";"100";"FRA"
"16720";"4622";"FR9101430";"36";"Réserve naturelle nationale";"100";"FRA"
"16721";"4622";"FR9101430";"69";"Réserve Biogénétique du Conseil de l'Europe";"100";"INT"
"16726";"4625";"FR9101463";"31";"Site inscrit selon la loi de 1930";"2";"FRA"
"16727";"4625";"FR9101463";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";;"FRA"
"16728";"4625";"FR9101463";"50";"Réserve de chasse et de faune sauvage";;"FRA"
