"PK_DESIGR";"FPK_NATURA";"SITECODE";"CD_MPRO";"LB_MPRO";"DES_SITE";"OVERLAP";"OVERLAP_P";"NM_SPN";"PARENT_ISO"
"9723";"4084";"FR4301282";"31";"Site inscrit selon la loi de 1930";"SOURCE DU DOUBS A MOUTHE";"*";"1";;"FRA"
"9724";"4084";"FR4301282";"31";"Site inscrit selon la loi de 1930";"TOURBIERE DE MOUTHE";"*";"20";;"FRA"
"9917";"4173";"FR4312023";"31";"Site inscrit selon la loi de 1930";"COURS DE LA PISSE A FONCINE-LE-HAUT";"+";"0";;"FRA"
"9918";"4173";"FR4312023";"32";"Site classé selon la loi de 1930";"HAUTE VALLEE DE LA SAINE";"*";"42";;"FRA"
"9919";"4174";"FR4312024";"31";"Site inscrit selon la loi de 1930";"Pierre écrite de Vescemont";"+";"0";;"FRA"
"9920";"4175";"FR4312025";"32";"Site classé selon la loi de 1930";"Reculées des Planches près Arbois";"*";"55";;"FRA"
"9934";"4179";"FR5200633";"80";"Parc naturel régional";"Loire-Anjou-Touraine";"-";"100";"FR8000032";"FRA"
"9963";"4193";"FR5202001";"80";"Parc naturel régional";"Loire-Anjou-Touraine";"-";"100";"FR8000032";"FRA"
"9964";"4193";"FR5202001";"20";"Autre terrain acquis (fondation, association, etc.)";"propriété LPO";"*";"50";;"FRA"
"9965";"4193";"FR5202001";"N29";;"Cavité souterraine de la cave Billard au Vaudelnay";"*";"50";;
"9976";"4204";"FR8201648";"93";"Réserve naturelle régionale";"Galerie du Pont des Pierres";"*";"94";"FR9300066";"FRA"
"9977";"4204";"FR8201648";"N29";;"APPB Protection des Oiseaux rupestres";"*";"51";;
"9978";"4204";"FR8201648";"80";"Parc naturel régional";"Haut-Jura";"-";"100";"FR8000015";"FRA"
"10053";"4260";"FR2200371";"93";"Réserve naturelle régionale";"Larris et tourbières de Saint-Pierre-es-Champs";"*";"10";"FR9300056";"FRA"
"10057";"4264";"FR2200395";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Marais de Comporté";"*";;"FR3800684";"FRA"
"10058";"4264";"FR2200395";"31";"Site inscrit selon la loi de 1930";"Vorges - Le village";"*";;;"FRA"
"10193";"4349";"FR8201690";"93";"Réserve naturelle régionale";"Grotte des Sadoux";"+";"2";"FR9300068";"FRA"
"10195";"4351";"FR8201760";"80";"Parc naturel régional";"Pilat";"-";"100";"FR8000027";"FRA"
"10202";"4361";"FR8301048";"80";"Parc naturel régional";"Livradois-Forez";"*";"51";"FR8000019";"FRA"
"10203";"4362";"FR8301056";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Tourbières de Rascoupet et du Greil";"*";"5";"FR3800186";"FRA"
"10204";"4362";"FR8301056";"80";"Parc naturel régional";"Volcans d'Auvergne";"-";"100";"FR8000028";"FRA"
"10213";"4381";"FR9101405";"31";"Site inscrit selon la loi de 1930";"LA CAMARGUE";"*";"60";;"FRA"
"10214";"4381";"FR9101405";"72";"Zone humide protégée par la convention de Ramsar";"Camargue";"*";"70";"FR7200006";"INT"
"10215";"4381";"FR9101405";"72";"Zone humide protégée par la convention de Ramsar";"Petite Camargue";"*";"21";"FR7200017";"INT"
"10216";"4381";"FR9101405";"80";"Parc naturel régional";"Camargue";"*";"56";"FR8000011";"FRA"
"10242";"4392";"FR9301996";"32";"Site classé selon la loi de 1930";"DPM, au droit de la commune d'Eze";"+";"1";;"FRA"
"10243";"4392";"FR9301996";"32";"Site classé selon la loi de 1930";"DPM, au droit du cap Ferrat";"*";"8";;"FRA"
"10244";"4392";"FR9301996";"79";"Autres désignations internationales";"PELAGOS : sanctuaire mammiferes marins";"-";"100";;"INT"
"10246";"4394";"FR9301998";"31";"Site inscrit selon la loi de 1930";"BANDE DE TERRAIN, AU LIEUDIT FONTSAINTE-LE-LIOUQUET";"*";"2";;"FRA"
"10247";"4395";"FR9301999";"31";"Site inscrit selon la loi de 1930";"Littoral, depuis le lieudit le Rouveau jusqu'au Grand Vallat";"*";"1";;"FRA"
"10248";"4395";"FR9301999";"42";"Réserve naturelle conventionnelle";"Parc Marin de la Cote Bleue (Syndicat Mixte)";"*";"40";;"FRA"
"10260";"4424";"FR2200350";"N36";;"Larris de Grouches-Luchuel";;;;
"10263";"4428";"FR2200379";"31";"Site inscrit selon la loi de 1930";"Vallée de la Nonette";"*";"25";;"FRA"
"10264";"4428";"FR2200379";"31";"Site inscrit selon la loi de 1930";"Château de Vaux et ses abords";"*";"2";;"FRA"
"10273";"4432";"FR2200391";"36";"Réserve naturelle nationale";"Landes de Versigny";"+";"40";"FR3600124";"FRA"
"10336";"4482";"FR4301290";"80";"Parc naturel régional";"Haut-Jura";"*";"99";"FR8000015";"FRA"
"10337";"4482";"FR4301290";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Roche Champion";"+";"0";;"FRA"
"10338";"4482";"FR4301290";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Falaises du Mont d'Or";"*";"1";;"FRA"
"10339";"4482";"FR4301290";"31";"Site inscrit selon la loi de 1930";"Chapelle des bois";"*";"8";;"FRA"
"10385";"4490";"FR4301310";"80";"Parc naturel régional";"Haut Jura";"-";"100";"FR8000015";"FRA"
"10387";"4492";"FR4301315";"80";"Parc naturel régional";"Haut Jura";"+";"7";"FR8000015";"FRA"
"10388";"4495";"FR4301319";"31";"Site inscrit selon la loi de 1930";"Site de Chapelle-des-Bois";"*";"2";;"FRA"
"10396";"4500";"FR4301330";"21";"Forêt domaniale";"Forêt domaniale de Bonlieu";"*";"8";;"FRA"
"10397";"4500";"FR4301330";"80";"Parc naturel régional";"Haut-Jura";"*";"90";"FR8000015";"FRA"
"10398";"4500";"FR4301330";"31";"Site inscrit selon la loi de 1930";"LAC DE NARLAY AU FRASNOIS";"*";"0";;"FRA"
"10399";"4500";"FR4301330";"32";"Site classé selon la loi de 1930";"SEPT LACS DU PLATEAU DU FRASNOIS";"*";"97";;"FRA"
"10400";"4500";"FR4301330";"32";"Site classé selon la loi de 1930";"VALLEE DU HERISSON A BONLIEU";"*";"0";;"FRA"
"10401";"4500";"FR4301330";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Rocher de la Baume de Châtelneuf";"*";"33";;"FRA"
"10402";"4500";"FR4301330";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"La Côte du Maclu";"*";"92";;"FRA"
"10403";"4500";"FR4301330";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Falaises de la forêt de Bonlieu";"+";"100";;"FRA"
"10404";"4500";"FR4301330";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Falaises dominant la ferme de la Vasière du S.O. du Lac de Bonlie";"*";"78";;"FRA"
"10405";"4501";"FR4301331";"31";"Site inscrit selon la loi de 1930";"CHAPELLE DE SAINT ROMAIN DE ROCHE A PRATZ";"+";"0";;"FRA"
"10406";"4501";"FR4301331";"31";"Site inscrit selon la loi de 1930";"GORGES DE L ABIME A SAINT CLAUDE";"+";"0";;"FRA"
"10407";"4501";"FR4301331";"31";"Site inscrit selon la loi de 1930";"TERRAIN EN CONTREBAS DU CHEMIN N° 69 A SAINT CLAUDE";"*";"0";;"FRA"
"10408";"4501";"FR4301331";"32";"Site classé selon la loi de 1930";"CASCADE DU MOULIN DES BOUCHOUX";"+";"0";;"FRA"
"10409";"4501";"FR4301331";"32";"Site classé selon la loi de 1930";"GORGES DU FLUMEN";"+";"3";;"FRA"
"10410";"4501";"FR4301331";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"FALAISES DE VAUCLUSE (cirque de l'abime)";"*";"0";;"FRA"
"10411";"4501";"FR4301331";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"FALAISES DES BOIS DES COURONNES";"*";"1";;"FRA"
"10412";"4501";"FR4301331";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"FALAISES DU MONT CHABOT";"*";"0";;"FRA"
"10413";"4501";"FR4301331";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"FALAISES DU MONT FIER";"*";"0";;"FRA"
"10414";"4501";"FR4301331";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"FALAISES DU PLAN D ACIER";"+";"0";;"FRA"
"10415";"4501";"FR4301331";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"FALAISES SOUS LE FOURG";"+";"0";;"FRA"
"10416";"4501";"FR4301331";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"GORGES DU FLUMEN (de la roche percée au saut du chien)";"+";"0";;"FRA"
"10417";"4501";"FR4301331";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"ROCHER DE TIAVY";"*";"0";;"FRA"
"10418";"4501";"FR4301331";"80";"Parc naturel régional";"Haut Jura";"-";"100";"FR8000015";"FRA"
"10426";"4506";"FR4301344";"31";"Site inscrit selon la loi de 1930";"ERMITAGE DE SAINT-VALBERT";"*";"1";;"FRA"
"10429";"4509";"FR4301350";"31";"Site inscrit selon la loi de 1930";"SITE DU VILLAGE DE RECHESY";"*";"5";;"FRA"
"10430";"4509";"FR4301350";"32";"Site classé selon la loi de 1930";"TILLEULS SUR LA ROUTE DE JONCHERAY A DELLE (A";"*";"0";;"FRA"
"10452";"4527";"FR5400420";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Chaumes de Juignac";"*";"2";"FR3800291";"FRA"
"10510";"4583";"FR8201736";"34";"Parc national, aire d'adhésion";"Ecrins [aire d'adhésion]";"-";"100";"FR3400005";"FRA"
"10511";"4583";"FR8201736";"32";"Site classé selon la loi de 1930";"Plateau d'Emparis";"*";"58";;"FRA"
"10512";"4583";"FR8201736";"32";"Site classé selon la loi de 1930";"Plan des Cavalles";"*";"0";;"FRA"
"10513";"4583";"FR8201736";"32";"Site classé selon la loi de 1930";"Lac et glacier des Quirlies";"*";"20";;"FRA"
"10514";"4583";"FR8201736";"32";"Site classé selon la loi de 1930";"Massif de l'Etendard et col du Glandon";"/";"0";;"FRA"
"10515";"4583";"FR8201736";"N29";;"Tourbière de la Pisse";"+";"0";;
"10516";"4583";"FR8201736";"31";"Site inscrit selon la loi de 1930";"Village de Besse et hameaux de Bonnefin et de Sert";"*";"15";;"FRA"
"10517";"4583";"FR8201736";"N29";;"Marais du Rif Tord";"*";"8";;
"10518";"4584";"FR8201738";"34";"Parc national, aire d'adhésion";"Ecrins [aire d'adhésion]";"*";"58";"FR3400005";"FRA"
"10519";"4584";"FR8201738";"21";"Forêt domaniale";"Espace naturel sensible de Vieille Morte";"+";;;"FRA"
"10520";"4585";"FR8201741";"80";"Parc naturel régional";"Chartreuse";"-";"100";"FR8000004";"FRA"
"10532";"4588";"FR8201745";"80";"Parc naturel régional";"Vercors";"*";"100";"FR8000001";"FRA"
"10533";"4589";"FR8201749";"36";"Réserve naturelle nationale";"Ile de la Platière";"+";"50";"FR3600079";"FRA"
"10534";"4589";"FR8201749";"80";"Parc naturel régional";"Pilat";"*";"7";"FR8000027";"FRA"
"10542";"4592";"FR8202004";"80";"Parc naturel régional";"Massif des Bauges";"-";"100";"FR8000031";"FRA"
"10543";"4593";"FR8202006";"32";"Site classé selon la loi de 1930";"Site classé ""Val de Saône""";"*";"58";;"FRA"
"10544";"4597";"FR8301039";"13";"Terrain acquis par un département";"JOUVION ENS";;;;"FRA"
"10545";"4597";"FR8301039";"15";"Terrain acquis par un conservatoire d'espaces naturels";"SOUGEAT-LA-SOUZE";;;;"FRA"
"10546";"4597";"FR8301039";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Tourbière de la Morthe";"*";"3";"FR3800460";"FRA"
"10547";"4597";"FR8301039";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Tourbière de la Souge à la Souze";"+";"3";"FR3800463";"FRA"
"10548";"4597";"FR8301039";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Tourbière de l'Esclauze";"*";"5";"FR3800462";"FRA"
"10549";"4597";"FR8301039";"80";"Parc naturel régional";"Volcans d'Auvergne";"-";"100";"FR8000028";"FRA"
"10557";"4599";"FR8301051";"80";"Parc naturel régional";"Livradois-Forez";"-";"100";"FR8000019";"FRA"
"10560";"4601";"FR8301060";"80";"Parc naturel régional";"Volcans d'Auvergne";"-";"100";"FR8000028";"FRA"
"10564";"4611";"FR8302002";"22";"Forêt non domaniale bénéficiant du régime forestier";"Parc naturel régionale Livradois Forez";"=";;;"FRA"
"10565";"4611";"FR8302002";"80";"Parc naturel régional";"Forêt communale de Virennes";"-";;;"FRA"
"10567";"4614";"FR9101361";"33";"Parc national, zone coeur";"Cévennes [cœur]";"-";"100";"FR3300004";"FRA"
"10568";"4614";"FR9101361";"68";"Réserve de Biosphère";"Réserve de biosphère des Cévennes";"-";"100";;"INT"
"10569";"4615";"FR9101362";"34";"Parc national, aire d'adhésion";"Cévennes [aire d'adhésion]";"-";"100";"FR3400004";"FRA"
"10570";"4615";"FR9101362";"68";"Réserve de Biosphère";"Réserve de biosphère des Cévennes";"+";"100";;"INT"
"10581";"4620";"FR9101424";"32";"Site classé selon la loi de 1930";"SC massif du Caroux et gorges d'Héric";"*";"24";;"FRA"
"10582";"4620";"FR9101424";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"La Peyroutarié, le Fourcat d'Héric et le Mascar";"+";"13";"FR3800175";"FRA"
"10583";"4620";"FR9101424";"51";"Réserve nationale de chasse et de faune sauvage";"Le Caroux-Espinouse";"+";"75";"FR5100006";"FRA"
"10584";"4620";"FR9101424";"80";"Parc naturel régional";"Haut Languedoc";"-";"100";"FR8000016";"FRA"
"10586";"4622";"FR9101430";"36";"Réserve naturelle nationale";"Roque-Haute";"=";"100";"FR3600025";"FRA"
"10587";"4622";"FR9101430";"69";"Réserve Biogénétique du Conseil de l'Europe";"ROQUE HAUTE";"=";"100";;"INT"
"10593";"4626";"FR9101473";"36";"Réserve naturelle nationale";"Conat";"+";"2";"FR3600082";"FRA"
"10594";"4626";"FR9101473";"36";"Réserve naturelle nationale";"Jujols";"+";"2";"FR3600083";"FRA"
"10595";"4626";"FR9101473";"36";"Réserve naturelle nationale";"Nohèdes";"+";"7";"FR3600084";"FRA"
"10596";"4626";"FR9101473";"80";"Parc naturel régional";"Pyrénées catalanes";"-";"100";"FR8000044";"FRA"
"10597";"4627";"FR9101483";"21";"Forêt domaniale";"Forêt domaniale de Cerbère";"*";"5";;"FRA"
"10598";"4627";"FR9101483";"21";"Forêt domaniale";"Forêt domaniale des Albères";"*";"5";;"FRA"
"10599";"4627";"FR9101483";"69";"Réserve Biogénétique du Conseil de l'Europe";"FORET DE LA MASSANE";"=";"100";;"INT"
"10600";"4627";"FR9101483";"36";"Réserve naturelle nationale";"Réserve Naturelle de la Massane";"+";"20";;"FRA"
"10601";"4627";"FR9101483";"22";"Forêt non domaniale bénéficiant du régime forestier";"Forêt communale d'Argelès";"*";"5";;"FRA"
"10602";"4627";"FR9101483";"22";"Forêt non domaniale bénéficiant du régime forestier";"Forêt communale de Banyuls";"*";"5";;"FRA"
"10603";"4627";"FR9101483";"32";"Site classé selon la loi de 1930";"Site classé du bassin de la Baillaury";"*";"25";;"FRA"
"10604";"4627";"FR9101483";"32";"Site classé selon la loi de 1930";"Site classé du cap des Abeilles";"*";"2";;"FRA"
"10605";"4627";"FR9101483";"32";"Site classé selon la loi de 1930";"Site classé de l'Anse de Terrimbo";"*";"3";;"FRA"
"10771";"4729";"FR3100485";"80";"Parc naturel régional";"NORD PAS DE CALAIS";"*";"100";;"FRA"
"10779";"4731";"FR3100488";"80";"Parc naturel régional";"NORD PAS DE CALAIS";"-";"100";;"FRA"
"10780";"4732";"FR3100489";"37";"Réserve naturelle volontaire";"LA PATURE A MILLE TROUS";"+";"7";;"FRA"
"10781";"4735";"FR3100494";"37";"Réserve naturelle volontaire";"MARAIS DE GUINES";"*";"10";;"FRA"
"10782";"4735";"FR3100494";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Marais de Guines et d'Andres";"*";"50";"FR3800092";"FRA"
"10785";"4740";"FR3100507";"37";"Réserve naturelle volontaire";"PRE DES NONETTES";"+";"1";;"FRA"
"10786";"4740";"FR3100507";"37";"Réserve naturelle volontaire";"TOURBIERE DE VRED";"+";"2";;"FRA"
"10815";"4752";"FR4301328";"31";"Site inscrit selon la loi de 1930";"HAUTE VALLEE DE LA SAINE";"*";"42";;"FRA"
"10816";"4752";"FR4301328";"32";"Site classé selon la loi de 1930";"COURS DE LA PISSE A FONCINE-LE-HAUT";"+";"0";;"FRA"
"10817";"4752";"FR4301328";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Forêt du Paradis";"*";"35";"FR3800137";"FRA"
"10818";"4753";"FR4301332";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Falaises et forêts";"/";"3";"FR3800140";"FRA"
"10819";"4753";"FR4301332";"80";"Parc naturel régional";"Haut Jura";"*";"75";"FR8000015";"FRA"
"10825";"4755";"FR4301348";"31";"Site inscrit selon la loi de 1930";"PIERRE ECRITE DE VESCEMONT";"+";"0";;"FRA"
"10869";"4764";"FR5200636";"80";"Parc naturel régional";"Loire-Anjou-Touraine";"-";"100";"FR8000032";"FRA"
"10888";"4772";"FR5400469";"11";"Terrain acquis par le Conservatoire du Littoral";"POINTE DE CHASSIRON";"*";"0";"FR1100088";"FRA"
"10889";"4772";"FR5400469";"36";"Réserve naturelle nationale";"BAIE DE L'AIGUILLON";"*";"0";;"FRA"
"10890";"4772";"FR5400469";"37";"Réserve naturelle volontaire";"MARAIS DE PAMPIN";"*";"0";;"FRA"
"10958";"4825";"FR8301033";"80";"Parc naturel régional";"Livradois-Forez";"*";;"FR8000019";"FRA"
"10991";"4840";"FR9101465";"11";"Terrain acquis par le Conservatoire du Littoral";"LE LIDO";"+";"56";;"FRA"
"10994";"4842";"FR9101493";"11";"Terrain acquis par le Conservatoire du Littoral";"MAS LARRIEU";"+";"6";"FR1100177";"FRA"
"10995";"4842";"FR9101493";"36";"Réserve naturelle nationale";"Mas Larrieu";"*";"15";"FR3600070";"FRA"
"10998";"4846";"FR9110105";"21";"Forêt domaniale";"FD de MENDE";"*";"3";;"FRA"
"10999";"4846";"FR9110105";"21";"Forêt domaniale";"FD des gorges du Tarn";"+";"5";;"FRA"
"11000";"4846";"FR9110105";"32";"Site classé selon la loi de 1930";"Site classé des gorges du Tarn et de la Jonte";"*";"20";;"FRA"
"11001";"4846";"FR9110105";"68";"Réserve de Biosphère";"réserve de biosphère des Cévennes";"*";"80";;"INT"
"11013";"4850";"FR9301550";"34";"Parc national, aire d'adhésion";"Mercantour [aire d'adhésion]";"-";"100";"FR3400006";"FRA"
"11037";"4856";"FR9301997";"32";"Site classé selon la loi de 1930";"Cap Sicié et ses abords";"*";"1";;"FRA"
"11046";"4875";"FR2212003";"72";"Zone humide protégée par la convention de Ramsar";"Baie de Somme";"*";"90";"FR7200018";"INT"
"11089";"4890";"FR2600972";"22";"Forêt non domaniale bénéficiant du régime forestier";"Mont de Pouilly (partie)";;"5";;"FRA"
"11090";"4890";"FR2600972";"32";"Site classé selon la loi de 1930";"Site classé des roches de Solutré-Vergisson";;"70";;"FRA"
"11091";"4890";"FR2600972";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Roche de Vergisson";;"21";"FR3800084";"FRA"
"11109";"4894";"FR2600976";"15";"Terrain acquis par un conservatoire d'espaces naturels";"Prairies et bocage d'Ouroux/Saône acquises par le CSNB";;"2";;"FRA"
"11110";"4894";"FR2600976";"22";"Forêt non domaniale bénéficiant du régime forestier";"FC de Lalheue, Laives, Gigny, Boyer, Varennes-le-Grand";;"9";;"FRA"
"11111";"4894";"FR2600976";"42";"Réserve naturelle conventionnelle";"Ile Chaumette en convention CSNB / particulier";;"1";;"FRA"
"11112";"4894";"FR2600976";"53";"Réserve de chasse et de faune sauvage du domaine public fluvial";"3 réserves de chasse du DPF";;"2";;"FRA"
"11113";"4895";"FR2600979";"22";"Forêt non domaniale bénéficiant du régime forestier";"FC de Préty, Lacrost, La Truchère, Ratenelle, Maillance ";;"11";;"FRA"
"11114";"4895";"FR2600979";"36";"Réserve naturelle nationale";"Dunes, étang et tourbière de la Truchère, Ratenelle";;"3";;"FRA"
