"PK_NATURA";"SITECODE";"SITE_NAME";"TYPE";"DATE_";"UPDATE_";"DATE_PROP";"DATE_LAST_PROP";"DATE_FIRST_CON";"DATE_CON";"SAC_DATE_INIT";"SAC_DATE";"SPA_DATE_INIT";"SPA_DATE";"AREA";"MARINE_AREA_POURC";"LONGITUDE";"LATITUDE";"FR_ALT_MAX";"FR_ALT_MIN";"FR_ALT_MEAN";"CD_REG";"INSPIRE_ID";"EXIST_PLAN";"SPA_LEGAL_REF";"SAC_LEGAL_REF";"EXPLANATIONS";"DATE_INTEGRATION"
"2851";"FR7300884";"Zones rupestres xérothermiques du bassin de Marignac, Saint-Béat, pic du Gar, montagne de Rié";"B";31/1/1996 00:00:00;30/9/2006 00:00:00;31/12/1998 00:00:00;31/12/1998 00:00:00;22/12/2003 00:00:00;22/12/2003 00:00:00;4/5/2007 00:00:00;4/5/2007 00:00:00;;;7680,00;;0,72;42,95;"1912";"476";"1087";"73";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000616091";;21/12/2006 00:00:00
"2852";"FR7300885";"Chaînons calcaires du Piémont Commingeois";"B";31/3/1995 00:00:00;30/6/2006 00:00:00;31/5/2001 00:00:00;31/5/2001 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;4/5/2007 00:00:00;4/5/2007 00:00:00;;;6198,00;;0,67;43,02;"1006";"440";;"73";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000618440";;5/7/2006 00:00:00
"2856";"FR7300893";"Coteaux de Lizet et de l'Osse vers Montesquiou";"B";31/1/1996 00:00:00;31/12/2005 00:00:00;31/8/1998 00:00:00;30/1/2006 00:00:00;7/12/2004 00:00:00;12/11/2007 00:00:00;27/5/2009 00:00:00;27/5/2009 00:00:00;;;1865,00;;0,35;43,58;"258";"143";"186";"73";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000020776725";;17/1/2006 00:00:00
"2859";"FR7300900";"Vallée de la Cère et tributaires";"B";31/1/1996 00:00:00;28/2/2007 00:00:00;31/12/1998 00:00:00;30/3/2007 00:00:00;7/12/2004 00:00:00;12/12/2008 00:00:00;27/5/2009 00:00:00;27/5/2009 00:00:00;;;3031,00;;1,97;44,95;"610";"127";"369";"73";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000020776800";;27/3/2007 00:00:00
"2860";"FR7300902";"Vallées de l'Ouysse et de l'Alzou";"B";31/1/1996 00:00:00;31/12/2006 00:00:00;31/5/2002 00:00:00;30/12/2006 00:00:00;7/12/2004 00:00:00;12/12/2008 00:00:00;27/5/2009 00:00:00;27/5/2009 00:00:00;;;3009,00;;1,59;44,78;"314";"100";;"73";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000020763858";;21/12/2006 00:00:00
"2865";"FR7300887";"Côtes de Bieil et de Montoussé";"B";31/1/1996 00:00:00;31/5/2011 00:00:00;31/12/1998 00:00:00;30/4/2006 00:00:00;7/12/2004 00:00:00;12/11/2007 00:00:00;26/12/2008 00:00:00;26/12/2008 00:00:00;;;98,32;;0,64;43,30;"337";"263";"301";"73";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000020124476";;23/9/2011 00:00:00
"2868";"FR7200718";"Zones humides de Moliets, la Prade et Moisans";"B";30/11/1995 00:00:00;30/9/2002 00:00:00;30/4/2002 00:00:00;30/4/2002 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;21/8/2006 00:00:00;21/8/2006 00:00:00;;;100,00;;-1,37;43,82;"10";"2";;"72";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000643072";;15/12/2021 00:00:00
"2871";"FR7200721";"Vallées de la Grande et de la Petite Leyre";"B";30/11/1995 00:00:00;31/5/2007 00:00:00;31/3/1999 00:00:00;31/3/1999 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;28/12/2015 00:00:00;28/12/2015 00:00:00;;;5686,00;"1";-0,77;44,43;"85";"2";;"72";;"false";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000031758193";;15/12/2021 00:00:00
"2872";"FR7200722";"Réseau hydrographique des affluents de la Midouze";"B";30/11/1995 00:00:00;31/5/1998 00:00:00;31/3/1999 00:00:00;31/3/1999 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;16/6/2016 00:00:00;16/6/2016 00:00:00;;;4914,00;;-0,43;43,98;"130";"10";;"72";;"false";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000032752847&dateTexte=";;15/12/2021 00:00:00
"2873";"FR7200723";"Champ de tir de Captieux";"B";30/11/1995 00:00:00;31/5/1998 00:00:00;31/3/1999 00:00:00;31/3/1999 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;10/11/2006 00:00:00;10/11/2006 00:00:00;;;9284,00;;-0,35;44,22;"126";"100";;"72";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000275910";;15/12/2021 00:00:00
"2883";"FR7200738";"L'Ourbise";"B";30/11/1995 00:00:00;31/3/1998 00:00:00;31/3/1999 00:00:00;31/3/1999 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;15/9/2016 00:00:00;15/9/2016 00:00:00;;;377,00;;0,27;44,38;"110";"25";;"72";;"false";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000033138372&dateTexte=";;15/12/2021 00:00:00
"2889";"FR7200692";"Réseau hydrographique du Dropt";"B";30/11/1995 00:00:00;30/9/2002 00:00:00;30/4/2002 00:00:00;30/4/2002 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;27/10/2015 00:00:00;27/10/2015 00:00:00;;;2450,00;;0,08;44,65;"75";"14";;"72";;"false";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000031424997";;15/12/2021 00:00:00
"2903";"FR7200710";"Dunes modernes du littoral landais d'Arcachon à Mimizan Plage";"B";30/11/1995 00:00:00;30/11/2001 00:00:00;31/3/2001 00:00:00;31/3/2001 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;16/6/2016 00:00:00;16/6/2016 00:00:00;;;739,00;;-1,25;44,41;"23";"0";;"72";;"false";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000032752835&dateTexte=";;15/12/2021 00:00:00
"2904";"FR7200711";"Dunes modernes du littoral landais de Mimizan Plage au Vieux-Boucau";"B";30/11/1995 00:00:00;31/5/2007 00:00:00;31/7/2003 00:00:00;31/7/2003 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;10/2/2016 00:00:00;10/2/2016 00:00:00;;;593,00;"1";-1,32;44,07;"28";"0";;"72";;"false";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000032164817&dateTexte=";;15/12/2021 00:00:00
"2905";"FR7200712";"Dunes modernes du littoral landais de Vieux-Boucau à Hossegor";"B";30/11/1995 00:00:00;31/5/2007 00:00:00;31/7/2003 00:00:00;31/7/2003 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;21/8/2006 00:00:00;21/8/2006 00:00:00;;;176,00;"1";-1,42;43,73;"23";"0";;"72";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000459559";;15/12/2021 00:00:00
"2906";"FR7200713";"Dunes modernes du littoral landais de Capbreton à Tarnos";"B";30/11/1995 00:00:00;31/5/2007 00:00:00;31/7/2003 00:00:00;30/4/2006 00:00:00;7/12/2004 00:00:00;12/11/2007 00:00:00;7/6/2011 00:00:00;7/6/2011 00:00:00;;;439,00;"12";-1,45;43,61;"18";"0";;"72";;"false";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000024358046&fastPos=1&fastReqId=1996337690&categorieLien=id&oldAction=rechTexte";;15/12/2021 00:00:00
"2913";"FR7200785";"La Nivelle (estuaire, barthes et cours d'eau)";"B";30/11/1995 00:00:00;31/5/2007 00:00:00;30/4/2002 00:00:00;30/4/2002 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;22/10/2014 00:00:00;22/10/2014 00:00:00;;;1450,00;"14";-1,64;43,37;"600";"0";;"72";;"false";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029716921";;28/6/2007 00:00:00
"3058";"FR7300951";"Forêt de la Grésigne";"B";31/1/1996 00:00:00;31/5/2011 00:00:00;31/5/2002 00:00:00;30/3/2003 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;4/5/2007 00:00:00;4/5/2007 00:00:00;;;3604,00;;1,75;44,02;"490";"200";"316";"73";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000279522";;31/5/2011 00:00:00
"3059";"FR7300934";"Rioumajou et Moudang";"B";31/1/1996 00:00:00;31/12/2005 00:00:00;31/5/2002 00:00:00;31/5/2002 00:00:00;22/12/2003 00:00:00;22/12/2003 00:00:00;4/5/2007 00:00:00;4/5/2007 00:00:00;;;9522,00;;0,28;42,74;"3044";"1300";;"73";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000465709";;5/7/2006 00:00:00
"3060";"FR7300935";"Haut-Louron : Aygues Tortes, Caillauas, Gourgs Blancs, Gorges de Clarabide, pics des Pichadères et d'Estiouère, montagne de Tramadits";"B";31/1/1996 00:00:00;31/5/2006 00:00:00;31/5/2002 00:00:00;31/5/2002 00:00:00;22/12/2003 00:00:00;22/12/2003 00:00:00;4/5/2007 00:00:00;4/5/2007 00:00:00;;;5439,00;;0,42;42,73;"3174";"1000";;"73";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000645240";;5/7/2006 00:00:00
"3063";"FR7300942";"Vallée de l'Arn";"B";31/1/1996 00:00:00;31/5/2011 00:00:00;31/5/2002 00:00:00;31/5/2002 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;13/4/2007 00:00:00;13/4/2007 00:00:00;;;1456,00;;2,58;43,52;"960";"268";;"73";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000820807";;31/5/2011 00:00:00
"3065";"FR7300945";"Causse de Caucalières et Labruguière";"B";31/1/1996 00:00:00;31/7/2011 00:00:00;31/12/1998 00:00:00;31/12/1998 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;10/11/2006 00:00:00;10/11/2006 00:00:00;;;2001,00;;2,31;43,54;"362";"170";;"73";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000646608";;23/9/2011 00:00:00
"3066";"FR7300946";"Tourbières du Margnès";"B";31/1/1996 00:00:00;31/7/2005 00:00:00;31/12/1998 00:00:00;31/12/1998 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;22/8/2006 00:00:00;22/8/2006 00:00:00;;;2787,00;;2,57;43,65;"1023";"800";;"73";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000460243";;20/12/2005 00:00:00
"3068";"FR7300949";"Basse vallée du Lignon";"B";31/1/1996 00:00:00;31/5/2011 00:00:00;31/8/1998 00:00:00;31/8/1998 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;22/8/2006 00:00:00;22/8/2006 00:00:00;;;56,00;;2,32;43,64;"400";"198";;"73";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000460244";;31/5/2011 00:00:00
"3070";"FR7300952";"Gorges de l'Aveyron, causses proches et vallée de la Vère";"B";31/1/1996 00:00:00;30/6/2005 00:00:00;31/8/1998 00:00:00;30/12/2005 00:00:00;7/12/2004 00:00:00;12/11/2007 00:00:00;26/12/2008 00:00:00;26/12/2008 00:00:00;;;11660,00;;1,71;44,08;"461";"98";"278";"73";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000020132683";;20/12/2005 00:00:00
"3079";"FR7300948";"Le Montalet";"B";31/1/1996 00:00:00;31/10/2005 00:00:00;31/12/1998 00:00:00;31/12/1998 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;4/5/2007 00:00:00;4/5/2007 00:00:00;;;381,00;;2,75;43,68;"1259";"860";;"73";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000279521";;5/7/2006 00:00:00
"3087";"FR8201664";"Secteur des Sucs";"B";31/12/1995 00:00:00;30/11/2001 00:00:00;31/3/1999 00:00:00;31/3/1999 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;3/11/2016 00:00:00;3/11/2016 00:00:00;;;905,00;;4,15;44,83;"1753";"1200";;"82";;"true";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000033369583&dateTexte=";;15/12/2021 00:00:00
"3088";"FR8201665";"Allier et ses affluents";"B";31/12/1995 00:00:00;30/4/2005 00:00:00;31/3/1999 00:00:00;31/3/1999 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;5/11/2016 00:00:00;5/11/2016 00:00:00;;;880,00;;3,96;44,70;"1480";"910";"1303";"82";;"true";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000033385560&dateTexte=";;5/7/2006 00:00:00
"3099";"FR9402018";"Cap rossu, Scandola, Pointe de la Reveletta, Canyon de Calvi";"B";31/10/2008 00:00:00;;31/10/2008 00:00:00;31/10/2008 00:00:00;22/12/2009 00:00:00;22/12/2009 00:00:00;31/12/2015 00:00:00;31/12/2015 00:00:00;;;74139,00;"100";8,58;42,57;"0";"-2244";"-1038";"94";;"false";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000031885689&dateTexte=";;30/10/2008 00:00:00
"3120";"FR8201650";"Etournel et defilé de l'Ecluse";"B";31/12/1995 00:00:00;31/12/2007 00:00:00;31/3/1999 00:00:00;28/2/2004 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;17/10/2008 00:00:00;17/10/2008 00:00:00;;;318,00;;5,91;46,12;"987";"327";"370";"82";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000019826150";;15/7/2008 00:00:00
"3147";"FR2210026";"Marais d'Isle";"A";29/2/1988 00:00:00;30/4/2003 00:00:00;;28/2/1988 00:00:00;;;;;29/2/1988 00:00:00;27/10/2004 00:00:00;45,00;;3,31;49,85;"87";"74";"76";"22";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000259338";;;5/7/2006 00:00:00
"3148";"FR2210068";"Estuaires picards : Baie de Somme et d'Authie";"A";30/6/1991 00:00:00;30/11/2005 00:00:00;;30/4/2006 00:00:00;;;;;30/6/1991 00:00:00;6/4/2006 00:00:00;15214,00;"98";1,48;50,30;"3";"0";"1";"22";;"false";"http://www.legifrance.gouv.fr/jopdf/common/jo_pdf.jsp?numJO=0&dateJO=20060416&numTexte=39&pageDebut=05794&pageFin=05794";;;28/4/2006 00:00:00
"3149";"FR2210104";"Moyenne vallée de l'Oise";"A";31/10/1996 00:00:00;30/4/2003 00:00:00;;30/10/1996 00:00:00;;;;;31/10/1996 00:00:00;27/10/2004 00:00:00;5626,00;;3,15;49,56;"50";"33";"40";"22";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000807453";;;5/7/2006 00:00:00
"3150";"FR2212001";"Forêts picardes : Compiègne, Laigue, Ourscamps";"A";31/5/2005 00:00:00;;;30/1/2006 00:00:00;;;;;5/1/2006 00:00:00;5/1/2006 00:00:00;24647,00;;2,89;49,39;"155";"30";"93";"22";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000263272";;;18/9/2022 00:00:00
"3151";"FR2212002";"Forêts picardes : massif de Saint-Gobain";"A";31/5/2005 00:00:00;;;30/4/2006 00:00:00;;;;;24/4/2006 00:00:00;24/4/2006 00:00:00;11771,00;;3,42;49,57;"216";"55";"150";"22";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000637094";;;28/4/2006 00:00:00
"3153";"FR2212004";"Forêts de Thiérache : Hirson et Saint-Michel";"A";31/12/2005 00:00:00;;;30/4/2006 00:00:00;;;;;6/4/2006 00:00:00;6/4/2006 00:00:00;7407,00;;4,12;49,93;"285";"181";"240";"22";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000607496";;;28/4/2006 00:00:00
"3154";"FR2212005";"Forêts picardes : massif des trois forêts et bois du Roi";"A";31/12/2005 00:00:00;31/12/2005 00:00:00;;30/4/2006 00:00:00;;;;;6/4/2006 00:00:00;6/4/2006 00:00:00;13615,00;;2,58;49,17;"204";"25";"115";"22";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000423875";;;18/9/2022 00:00:00
"3155";"FR2212006";"Marais de la Souche";"A";31/1/2006 00:00:00;;;30/4/2006 00:00:00;;;;;6/4/2006 00:00:00;6/4/2006 00:00:00;2410,00;;3,83;49,61;"83";"68";"70";"22";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000607497";;;18/9/2022 00:00:00
"3156";"FR2212007";"Étangs et marais du bassin de la Somme";"A";31/1/2006 00:00:00;31/1/2007 00:00:00;;30/3/2007 00:00:00;;;;;12/4/2006 00:00:00;9/2/2007 00:00:00;5243,00;;2,76;49,94;;;;"22";;"false";"http://www.legifrance.gouv.fr/jopdf/common/jo_pdf.jsp?numJO=0&dateJO=20070211&numTexte=35&pageDebut=02645&pageFin=02645";;;18/9/2022 00:00:00
"3157";"FR2310044";"Estuaire et marais de la Basse Seine";"A";31/1/1990 00:00:00;30/4/2000 00:00:00;;30/1/1990 00:00:00;;;;;31/1/1990 00:00:00;6/11/2002 00:00:00;18592,61;"31";0,24;49,43;"5";"0";"3";"23";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000599153";;;15/12/2021 00:00:00
"3159";"FR2312003";"Terrasses alluviales de la Seine";"A";30/11/2005 00:00:00;;;30/3/2006 00:00:00;;;;;3/3/2006 00:00:00;3/3/2006 00:00:00;3694,00;;1,36;49,23;"71";"6";;"23";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000814173";;;15/12/2021 00:00:00
"3175";"FR2510037";"Chausey";"A";30/6/1988 00:00:00;30/9/2008 00:00:00;;30/7/2009 00:00:00;;;;;30/6/1988 00:00:00;6/1/2005 00:00:00;82426,00;"100";-1,78;48,85;"26";"-25";;"25";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000022896942";;;15/12/2021 00:00:00
"3176";"FR2510046";"Basses Vallées du Cotentin et Baie des Veys";"A";31/1/1990 00:00:00;31/10/2005 00:00:00;;15/12/2021 00:00:00;;;;;8/3/2006 00:00:00;8/3/2006 00:00:00;33683,00;"13";-1,15;49,35;"5";"0";"2";"25";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000264421";;;9/3/2006 00:00:00
"3177";"FR2510047";"Baie de Seine occidentale";"A";31/1/1990 00:00:00;30/9/2008 00:00:00;;30/10/2008 00:00:00;;;;;31/1/1990 00:00:00;6/1/2005 00:00:00;44488,00;"100";-1,09;49,49;"10";"-31";"-10";"25";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000019728515";;;30/10/2008 00:00:00
"3178";"FR2510048";"Baie du Mont Saint Michel";"A";31/1/1990 00:00:00;31/10/2005 00:00:00;;30/1/2006 00:00:00;;;;;5/1/2006 00:00:00;5/1/2006 00:00:00;47606,78;"83";-1,58;48,66;"80";"0";"23";"25";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000454471";;;17/1/2006 00:00:00
"3179";"FR2510059";"Estuaire de l'Orne";"A";31/1/1990 00:00:00;;;30/1/1990 00:00:00;;;;;31/1/1990 00:00:00;18/1/2005 00:00:00;942,00;"20";-0,21;49,26;"6";"0";"2";"25";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000805587";;;10/1/2002 00:00:00
"3180";"FR2510099";"Falaise du Bessin Occidental";"A";31/12/1993 00:00:00;;;15/12/2021 00:00:00;;;;;31/12/1993 00:00:00;6/1/2005 00:00:00;1253,00;"95";-0,95;49,40;"35";"0";;"25";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000444570";;;10/1/2002 00:00:00
"3181";"FR2512001";"Littoral augeron";"A";30/4/2000 00:00:00;30/4/2000 00:00:00;;30/3/2001 00:00:00;;;;;31/3/2001 00:00:00;6/1/2005 00:00:00;20901,40;"100";-0,06;49,36;"0";"0";"0";"25";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000808125";;;15/12/2021 00:00:00
"3182";"FR2512002";"Landes et dunes de la Hague";"A";31/10/2005 00:00:00;;;30/3/2006 00:00:00;;;;;8/3/2006 00:00:00;8/3/2006 00:00:00;4950,00;"54";-1,86;49,65;"182";"0";;"25";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000264579";;;9/3/2006 00:00:00
"3183";"FR2512003";"Havre de la Sienne";"A";31/10/2005 00:00:00;;;15/12/2021 00:00:00;;;;;5/1/2006 00:00:00;5/1/2006 00:00:00;2189,00;"90";-1,55;49,00;"20";"0";"10";"25";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000815823";;;17/1/2006 00:00:00
"3184";"FR2512004";"Forêts et étangs du Perche";"A";30/11/2005 00:00:00;;;30/4/2006 00:00:00;;;;;27/4/2006 00:00:00;27/4/2006 00:00:00;47681,00;;0,82;48,57;"306";"118";;"25";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000817061";;;28/4/2006 00:00:00
"3193";"FR2612008";"Étang de Galetas";"A";30/4/1991 00:00:00;30/4/2006 00:00:00;;30/4/2006 00:00:00;;;;;28/4/2006 00:00:00;28/4/2006 00:00:00;631,00;;3,03;48,10;;;"150";"26";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000267412";;;28/4/2006 00:00:00
"3196";"FR3110038";"Estuaire de la Canche";"A";30/6/1988 00:00:00;30/9/2003 00:00:00;;30/6/1988 00:00:00;;;;;30/6/1988 00:00:00;6/1/2005 00:00:00;5032,00;"90";1,55;50,53;"84";"0";"4";"31";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000444571";;;5/7/2006 00:00:00
"3197";"FR3110039";"Platier d'Oye";"A";30/6/1988 00:00:00;30/9/2003 00:00:00;;30/6/1988 00:00:00;;;;;30/6/1988 00:00:00;6/1/2005 00:00:00;353,00;"55";2,05;51,00;"13";"0";"2";"31";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000258720";;;5/7/2006 00:00:00
"3198";"FR3110083";"Marais de Balançon";"A";30/6/1991 00:00:00;30/9/2003 00:00:00;;30/6/1991 00:00:00;;;;;30/6/1991 00:00:00;6/1/2005 00:00:00;1007,00;;1,63;50,45;"2";"0";"1";"31";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000258721";;;5/7/2006 00:00:00
"3199";"FR3110085";"Cap Gris-Nez";"A";30/6/1991 00:00:00;30/6/2008 00:00:00;;30/10/2008 00:00:00;;;;;30/6/1991 00:00:00;6/1/2005 00:00:00;56224,00;"100";1,48;50,90;"0";"-69";;"31";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000019728506";;;30/4/2009 00:00:00
"3200";"FR3112001";"Forêt, bocage, étangs de Thiérache";"A";30/11/2005 00:00:00;;;30/4/2006 00:00:00;;;;;12/4/2006 00:00:00;12/4/2006 00:00:00;8144,00;;4,12;50,09;"240";"170";"200";"31";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000637266";;;28/4/2006 00:00:00
"3201";"FR3112002";"Les ""Cinq Tailles""";"A";30/11/2005 00:00:00;;;30/4/2006 00:00:00;;;;;24/4/2006 00:00:00;24/4/2006 00:00:00;123,00;;3,06;50,48;;;"50";"31";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000818682";;;28/4/2006 00:00:00
"3202";"FR3112003";"Marais Audomarois";"A";30/11/2005 00:00:00;;;30/4/2006 00:00:00;;;;;12/4/2006 00:00:00;12/4/2006 00:00:00;178,00;;2,28;50,78;"3";"2";"2";"31";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000455824";;;28/4/2006 00:00:00
"3203";"FR3112004";"Dunes de Merlimont";"A";30/11/2005 00:00:00;;;30/4/2006 00:00:00;;;;;25/4/2006 00:00:00;25/4/2006 00:00:00;1033,00;;1,59;50,44;"40";"7";"20";"31";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000272257";;;28/4/2006 00:00:00
"3204";"FR3112005";"Vallée de la Scarpe et de l'Escaut";"A";30/4/2006 00:00:00;;;30/4/2006 00:00:00;;;;;25/4/2006 00:00:00;25/4/2006 00:00:00;13028,00;;3,47;50,42;"23";"17";"20";"31";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000818842";;;18/9/2022 00:00:00
"3205";"FR3112006";"Bancs des Flandres";"A";30/6/2008 00:00:00;;;30/1/2010 00:00:00;;;;;7/1/2010 00:00:00;7/1/2010 00:00:00;117167,00;"100";2,16;51,17;"0";"-38";;"31";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000021715540";;;8/2/2010 00:00:00
"3217";"FR4112007";"Crêtes des Vosges mosellanes";"A";31/1/2003 00:00:00;;;30/7/2004 00:00:00;;;;;30/7/2004 00:00:00;30/7/2004 00:00:00;1583,00;;7,24;48,58;"1010";"521";;"41";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000445700";;;5/7/2006 00:00:00
"3220";"FR4112010";"Hêtraie sapinière de Bousson et Grandcheneau";"A";30/9/2005 00:00:00;;;30/3/2006 00:00:00;;;;;7/3/2006 00:00:00;7/3/2006 00:00:00;1049,00;;7,01;48,51;"661";"320";;"41";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000454363";;;9/3/2006 00:00:00
"3229";"FR4211811";"Vallée du Rhin de Lauterbourg à Strasbourg";"A";31/8/2002 00:00:00;31/3/2004 00:00:00;;28/2/2005 00:00:00;;;;;28/2/2003 00:00:00;6/1/2005 00:00:00;8816,00;;8,01;48,76;"137";"106";"121";"42";;"false";"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000259487";;;15/12/2021 00:00:00
"3230";"FR4211812";"Vallée du Rhin d'Artzenheim à Village-Neuf";"A";31/8/2002 00:00:00;30/4/2004 00:00:00;;28/2/2005 00:00:00;;;;;28/2/2003 00:00:00;23/11/2018 00:00:00;4894,00;;7,54;47,81;"246";"182";"214";"42";;"false";" https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000037694983";;;15/12/2021 00:00:00
