"PK_HABIT1_DECL";"FPK_NATURA";"SITECODE";"FPK_HABIT1";"CODE";"LB_HAB_FR";"COVER";"AREA";"CONSERVE";"CONSERVE_METHODE";"COMMENTAIRE"
"34476";"5559";"FR9400585";"35321";"1240-3";"Garrigues littorales primaires";"3,85";"0,77";"A";;
"34477";"5559";"FR9400585";"35321";"1240-2";"Végétation des fissures des falaises cristallines";"0,75";"0,15";"A";;
"34478";"5560";"FR9400586";"35327";"1130-2";"Sables vaseux et vases lagunaires et estuariennes (Méditerranée)";"7,65";"15";"C";;
"34484";"5563";"FR9400592";"35358";"1150-2";"Lagunes méditerranéennes";"0,71";"14,1";"B";;
"34485";"5563";"FR9400592";"35359";"1240-2";"Végétation des fissures des falaises cristallines";"2,15";"42,62";"B";;
"34486";"5563";"FR9400592";"35359";"1240-1";"Végétation des fissures des falaises calcaires";"0,11";"2,28";"B";;
"34487";"5563";"FR9400592";"35360";"1410-1";"Prés salés méditerranéens des bas niveaux";"0,29";"5,72";"A";;
"34488";"5563";"FR9400592";"35360";"1410-2";"Prés salés méditerranéens des hauts niveaux";"0,09";"1,72";"A";;
"34489";"5563";"FR9400592";"35361";"2110-2";"Dunes mobiles embryonnaires méditerranéennes";"0,25";"5,01";"A";;
"34490";"5563";"FR9400592";"35362";"2250-1";"Fourrés à genévriers sur dunes";"0,26";"5,14";"B";;
"34491";"5563";"FR9400592";"35364";"6420-5";"Prairies humides hydrophiles et hygrophiles méditerranéennes de basse altitude";"0,19";"3,81";"A";;
"34492";"5563";"FR9400592";"35365";"8220-20";"Falaises siliceuses thermophiles de Corse";"32,8";"651,03";"A";;
"34493";"5563";"FR9400592";"35367";"9320-3";"Peuplements à Lentisque, Oléastre et Clématite à toupet du littoral corse";"0,36";"7,14";"C";;
"34494";"5563";"FR9400592";"35368";"9340-11";"Yeuseraies corses à gallet scabre";"2,05";"40,64";"C";;
"34495";"5563";"FR9400592";"35369";"2120-2";"Dunes mobiles à Ammophila arenaria subsp. australis des côtes méditerranéennes";"0,11";"2,22";"C";;
"34496";"5563";"FR9400592";"35370";"1430-2";"Végétations halo-nitrophiles des colonies d’oiseaux marins, méditerranéennes et thermo-atlantiques";"0,02";"0,4";;;
"34497";"5563";"FR9400592";"35371";"2230-1";"Pelouses dunales des Malcolmietalia";"0,06";"1,25";"C";;
"34498";"5563";"FR9400592";"35372";"92D0-3";"Galeries riveraines à Tamaris";"0,13";"2,52";"B";;
"34499";"5563";"FR9400592";"35373";"1310-3";"Salicorniaies des prés salés méditerranéens";"0,01";"0,15";;;
"34500";"5563";"FR9400592";"35373";"1310-4";"Pelouses rases à petites annuelles subhalophiles";"0,01";"0,11";;;
"34501";"5563";"FR9400592";"35374";"1420-2";"Fourrés halophiles méditerranéens";"0,04";"0,8";"B";;
"34502";"5563";"FR9400592";"35375";"3290-1";"Têtes de rivières et ruisseaux méditerranéens s'asséchant régulièrement ou cours médian en substrat géologique perméable";"0,01";"0,1";;;
"34503";"5563";"FR9400592";"35376";"3130-5";"Communautés annuelles oligotrophiques à mésotrophiques, acidiphiles, de niveau topographique moyen, planitiaires à montagnardes, des Isoeto-Juncetea";"0,01";"0,12";;;
"34504";"5563";"FR9400592";"35378";"3170-1";"Mares temporaires méditerranéennes à Isoètes (Isoetion)";"0,01";"0,11";"B";;
"34505";"5563";"FR9400592";"35378";"3170-1";"Mares temporaires méditerranéennes à Isoètes (Isoetion)";"0,01";"0,11";"B";;
"34506";"5563";"FR9400592";"35379";"9330-3";"Suberaies corses";"12,59";"249,91";"C";;
"34507";"5563";"FR9400592";"35381";"2210-1";"Dunes fixées du littoral méditerranéen du Crucianellion maritimae";"0,4";"7,85";"B";;
"34508";"5563";"FR9400592";"35382";"1210-3";"Laisses de mer des côtes méditerranéennes";"0,06";"1,2";"A";;
"34509";"5563";"FR9400592";"35383";"2260-1";"Dunes à végétation sclérophylle des Cisto-Lavanduletalia";"0,27";"5,41";"A";;
"34525";"5358";"FR5300015";"33078";"1160-1";"Vasières infralittorales (façade atlantique)";"0,46";"123,72";"B";"Habitats naturels marins (Lepareur F., 2011)";
"34526";"5358";"FR5300015";"33078";"1160-2";"Sables hétérogènes envasés infralittoraux. Bancs de maerl (façade atlantique)";"7,52";"2002,38";"B";"Habitats naturels marins (Lepareur F., 2011)";
"34527";"5358";"FR5300015";"33079";"1230-6";"Pelouses rases sur dalles et affleurements rocheux des contacts pelouses aérohalines-landes";"0";;"B";;
"34695";"83";"FR5300010";"6647";"1170-3";"La roche médiolittorale en mode exposé (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"34696";"83";"FR5300010";"6651";"1330-1";"Prés salés du bas schorre";"0,02";"14,62";"B";"Habitats naturels marins (Lepareur F., 2011)";
"34697";"83";"FR5300010";"6651";"1330-2";"Prés salés du schorre moyen";"0,07";"66,15";"B";"Habitats naturels marins (Lepareur F., 2011)";
"34698";"83";"FR5300010";"6651";"1330-5";"Prairies hautes des niveaux supérieurs atteints par la marée";"0,03";"24,52";"B";"Habitats naturels marins (Lepareur F., 2011)";
"34699";"83";"FR5300010";"6656";"4030-3";"Landes atlantiques littorales sur sol squelettique";"0";"2,38";"A";;
"34700";"151";"FR4100157";"7155";"6210-17";"Pelouses calcicoles acidiclines de l’Est";"1,14";"5";"C";;
"34703";"523";"FR3100479";"4914";"1330-5";"Prairies hautes des niveaux supérieurs atteints par la marée";"0,28";"1,15";"C";;
"34708";"495";"FR2100273";"9478";"9110-1";"Hêtraies, hêtraies-chênaies acidiphiles collinéennes";"48,9";"177,51";"C";;
"34709";"576";"FR3102002";"5378";"1110-4";"Sables mal triés (façade atlantique)";"3,83";"4320";"C";"Habitats naturels marins (Lepareur F., 2011)";
"34713";"523";"FR3100479";"4926";"6510-6";"Prairies fauchées collinéennes à submontagnardes, mésophiles, mésotrophiques et basophiles";"0,02";"0,07";"C";;
"34718";"309";"FR7200751";"17147";"8210-9";"Falaises calcaires planitiaires et collinéennes";"0,05";"4,4";"B";;
"34719";"581";"FR3100478";"5443";"6230-9";"Pelouses acidiphiles psammophiles arrière-dunaires";"0,08";"0,8";"C";;
"34723";"495";"FR2100273";"9477";"7150-1";"Dépressions sur substrats tourbeux du Rhynchosporion";"0";"0";"C";;
"34724";"874";"FR9400593";"4431";"92A0-4";"Aulnaies à Aulne glutineux et Aulne à feuilles cordées de Corse";"0,56";"5,96";"B";;
"34726";"533";"FR3100477";"5019";"6210-7";"Pelouses calcicoles nord-atlantiques";"38,1";"277,37";"B";;
"34727";"581";"FR3100478";"5443";"6230-3";"Pelouses acidiclines subatlantiques sèches du Nord";"0";"0,04";"C";;
"34728";"523";"FR3100479";"4921";"2190-3";"Bas-marais dunaires";"0,42";"1,74";"B";;
"34734";"83";"FR5300010";"6649";"1310-1";"Salicorniaies des bas niveaux (haute slikke atlantique)";"0,05";"46,22";"C";"Habitats naturels marins (Lepareur F., 2011)";
"34735";"83";"FR5300010";"6647";"1170-9";"Les champs de blocs (façade atlantique)";"0,81";"739";"C";"Habitats naturels marins (Lepareur F., 2011)";
"34736";"83";"FR5300010";"6662";"6410-7";"Prairies ouvertes acidiphiles atlantiques";"0";"0";"C";;
"34739";"523";"FR3100479";"17765";"3130-5";"Communautés annuelles oligotrophiques à mésotrophiques, acidiphiles, de niveau topographique moyen, planitiaires à montagnardes, des Isoeto-Juncetea";"0";"0,02";"C";;
"34740";"309";"FR7200751";"17150";"9180-3";"Ormaies à Orme de montagne et Androsème";"1,74";"161";"C";;
"34741";"581";"FR3100478";"5433";"1230-6";"Pelouses rases sur dalles et affleurements rocheux des contacts pelouses aérohalines-landes";"0,07";"0,7";"B";;
"34742";"523";"FR3100479";"4910";"1210-2";"Laisses de mer sur cordons de galets et de graviers des côtes Manche-Atlantique et mer du Nord";"0,02";"0,08";"C";;
"34743";"523";"FR3100479";"4920";"2180-5";"Aulnaies, saulaies, bétulaies et chênaies pédonculées marécageuses arrière-dunaires";"5,09";"20,91";"C";;
"34744";"874";"FR9400593";"4434";"1240-2";"Végétation des fissures des falaises cristallines";"1,38";"14,67";"B";;
"34745";"874";"FR9400593";"4424";"1410-2";"Prés salés méditerranéens des hauts niveaux";"0,02";"0,23";"C";;
"34746";"874";"FR9400593";"4427";"2260-1";"Dunes à végétation sclérophylle des Cisto-Lavanduletalia";"2,25";"23,95";"B";;
"34748";"523";"FR3100479";"4912";"1230-5";"Pelouses hygrophiles des bas de falaise";"0,06";"0,26";"C";;
"34749";"523";"FR3100479";"4920";"2180-1";"Dunes boisées du littoral nord-atlantique";"0,1";"0,42";;;
"34750";"523";"FR3100479";"4921";"2190-5";"Roselières et cariçaies dunaires";"0,07";"0,3";"C";;
"34751";"309";"FR7200751";"17144";"6410-6";"Prés humides et bas-marais acidiphiles atlantiques";"0,02";"1,41";"C";;
"34752";"309";"FR7200751";"17147";"8210-23";"Végétation des rochers calcaires et conglomériques de l'étage montagnard, exposés au nord, des Pyrénées";"0,09";"8,3";"B";;
"34753";"533";"FR3100477";"5021";"7220-1";"Communautés des sources et suintements carbonatés";"0,02";"0,11";"B";;
"34755";"495";"FR2100273";"9476";"7140-1";"Tourbières de transition et tremblants";"0,04";"0,15";"B";;
"34756";"581";"FR3100478";"5434";"2110-1";"Dunes mobiles embryonnaires atlantiques";"0";"0,01";"C";;
"34758";"533";"FR3100477";"5018";"5130-2";"Junipéraies secondaires planitiaires à montagnardes à genévrier commun";"0,04";"0,32";"B";;
"34760";"874";"FR9400593";"4429";"3170-1";"Mares temporaires méditerranéennes à Isoètes (Isoetion)";"0";"0,02";"A";;
"34763";"495";"FR2100273";"17301";"6410-13";"Moliniaies acidiphiles subatlantiques à pré-continentales";"6,54";"23,75";"B";;
"34764";"83";"FR5300010";"6645";"1140-1";"Sables des hauts de plage à Talitres (façade atlantique)";"0";;"C";"Habitats naturels marins (Lepareur F., 2011)";
"34765";"83";"FR5300010";"6647";"1170-1";"La roche supralittorale (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"34766";"83";"FR5300010";"6666";"1210-2";"Laisses de mer sur cordons de galets et de graviers des côtes Manche-Atlantique et mer du Nord";"0";"3,83";"B";"Habitats naturels marins (Lepareur F., 2011)";
"34767";"83";"FR5300010";"6647";"1170-6";"La roche infralittorale en mode abrité (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"34768";"83";"FR5300010";"6662";"6410-6";"Prés humides et bas-marais acidiphiles atlantiques";"0";"0";"C";;
"34769";"83";"FR5300010";"6658";"9120-1";"Hêtraies-chênaies collinéennes hyperatlantiques à If et à Houx";"0";"0";"A";;
"34770";"83";"FR5300010";"6658";"9120-2";"Hêtraies-chênaies collinéennes à Houx";"0";"0";"A";;
"34771";"83";"FR5300010";"16344";"3120-2";"Pelouses mésohygrophiles oligotrophiques thermo-atlantiques à Isoète épineux et Ophioglosses";"0";"0,52";"A";;
"34774";"495";"FR2100273";"17303";"3260-1";"Rivières (à Renoncules) oligotrophes acides";"0,02";"0,06";;;
"34775";"581";"FR3100478";"5437";"2160-1";"Dunes à Argousier";"3,08";"32,57";"B";;
"34776";"581";"FR3100478";"5442";"3150-1";"Plans d’eau eutrophes avec végétation enracinée avec ou sans feuilles flottantes";"0,04";"0,41";"C";;
"34779";"309";"FR7200751";"17146";"6510-6";"Prairies fauchées collinéennes à submontagnardes, mésophiles, mésotrophiques et basophiles";"0,04";"3,91";"C";;
"34781";"581";"FR3100478";"5444";"6410-12";"Prés humides et bas-marais acidiphiles atlantiques";"0,09";"0,99";"C";;
"34783";"581";"FR3100478";"5433";"1230-3";"Pelouses aérohalines sur falaises cristallines et marno-calcaires";"1,42";"15,02";"B";;
"34789";"523";"FR3100479";"4918";"2160-1";"Dunes à Argousier";"3,79";"15,58";"B";;
"34790";"309";"FR7200751";"8213";"4030-1";"Landes ibéro-atlantiques thermophiles";"10,07";"932";"C";;
"34791";"309";"FR7200751";"17140";"5130-2";"Junipéraies secondaires planitiaires à montagnardes à genévrier commun";"0,31";"28,89";"C";;
"34792";"309";"FR7200751";"17145";"6430-7";"Végétations des lisières forestières nitrophiles, hygroclines, semi-sciaphiles à sciaphiles";"1,15";"106,5";"C";;
"34793";"309";"FR7200751";"8214";"7110-1";"Végétation des tourbières hautes actives";"0,03";"2,86";"C";;
"34797";"523";"FR3100479";"4911";"1220-1";"Végétation des hauts de cordons de galets";"0,51";"2,08";"B";;
"34798";"533";"FR3100477";"5020";"6510-6";"Prairies fauchées collinéennes à submontagnardes, mésophiles, mésotrophiques et basophiles";"0,13";"0,95";;;
"34800";"309";"FR7200751";"17150";"9180-10";"Tillaies hygrosciaphiles, calcicoles à acidiclines, du Massif central et des Pyrénées";"0,84";"78";"B";;
"34803";"83";"FR5300010";"6669";"1110-3";"Sables grossiers et graviers, bancs de maerl (façade atlantique)";"22,69";"20701";"C";"Habitats naturels marins (Lepareur F., 2011)";
"34804";"83";"FR5300010";"6645";"1140-2";"Galets et cailloutis des hauts de plages à Orchestia (façade atlantique)";"0";;"C";"Habitats naturels marins (Lepareur F., 2011)";
"34807";"83";"FR5300010";"6669";"1110-1";"Sables fins propres et légèrement envasés, herbiers à Zostera marina (façade atlantique)";"0,49";"450";"B";"Habitats naturels marins (Lepareur F., 2011)";
"34808";"83";"FR5300010";"6666";"1210-1";"Laisses de mer sur substrat sableux à vaseux des côtes Manche-Atlantique et mer du Nord";"0";"2,12";"B";"Habitats naturels marins (Lepareur F., 2011)";
"34810";"83";"FR5300010";"6656";"4030-8";"Landes atlantiques fraîches méridionales";"0,01";"10,96";"C";;
"34811";"83";"FR5300010";"6657";"8220-13";"Falaises eu-atlantiques siliceuses";"0";"0";"C";;
"34812";"83";"FR5300010";"16346";"6230-6";"Pelouses acidiphiles eu-atlantiques";"0";;"B";;
"34816";"533";"FR3100477";"5020";"6510-7";"Prairies fauchées collinéennes à submontagnardes eutrophiques";"0,6";"4,36";;;
"34817";"874";"FR9400593";"4423";"1210-3";"Laisses de mer des côtes méditerranéennes";"0,12";"1,28";;;
"34818";"581";"FR3100478";"5439";"2190-4";"Prairies humides dunaires";"0,03";"0,27";;;
"34822";"581";"FR3100478";"5439";"2190-2";"Pelouses pionnières des pannes";"0";"0";;;
"34823";"581";"FR3100478";"5446";"6510-7";"Prairies fauchées collinéennes à submontagnardes eutrophiques";"0,5";"5,32";;;
"34825";"523";"FR3100479";"4923";"6230-9";"Pelouses acidiphiles psammophiles arrière-dunaires";"6,19";"25,43";"B";;
"34828";"533";"FR3100477";"17727";"3130-5";"Communautés annuelles oligotrophiques à mésotrophiques, acidiphiles, de niveau topographique moyen, planitiaires à montagnardes, des Isoeto-Juncetea";"0,04";"0,29";;;
"34829";"581";"FR3100478";"5450";"2180-1";"Dunes boisées du littoral nord-atlantique";"0,09";"0,96";"C";;
"34831";"874";"FR9400593";"4435";"6420-5";"Prairies humides hydrophiles et hygrophiles méditerranéennes de basse altitude";"4,91";"52,39";"B";;
"34832";"523";"FR3100479";"4917";"2130-4";"Ourlets thermophiles dunaires";"0,12";"0,51";"B";;
"34833";"523";"FR3100479";"4921";"2190-2";"Pelouses pionnières des pannes";"0,02";"0,07";"C";;
"34835";"495";"FR2100273";"17301";"6410-12";"Prés humides et bas-marais acidiphiles atlantiques";"0,06";"0,2";"B";;
"34837";"83";"FR5300010";"6669";"1110-2";"Sables moyens dunaires (façade atlantique)";"0,5";"460";"B";"Habitats naturels marins (Lepareur F., 2011)";
"34838";"83";"FR5300010";"6668";"1230-1";"Végétation des fissures des rochers eu-atlantiques à nord-atlantiques";"0";"3,95";"A";"Habitats naturels marins (Lepareur F., 2011)";
"34839";"83";"FR5300010";"6645";"1140-5";"Estrans de sables grossiers et graviers (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"34840";"83";"FR5300010";"6651";"1330-3";"Prés salés du haut schorre";"0,02";"20,89";"B";"Habitats naturels marins (Lepareur F., 2011)";
"34841";"83";"FR5300010";"16347";"9130-1";"Hêtraies-chênaies à Mélique, If et Houx";"0";;"A";;
"34842";"151";"FR4100157";"7155";"6210-15";"Pelouses calcicoles mésophiles de l’Est";"44,17";"193,91";"A";;
"34843";"151";"FR4100157";"7155";"6210-24";"Pelouses calcicoles méso-xérophiles à tendance continentale";"0,82";"3,6";"A";;
"34847";"581";"FR3100478";"17729";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"0,49";"5,23";"C";;
"34848";"581";"FR3100478";"5433";"1230-5";"Pelouses hygrophiles des bas de falaise";"0,42";"4,49";"C";;
"34849";"523";"FR3100479";"4921";"2190-1";"Mares dunaires";"0,25";"1,02";"B";;
"34853";"523";"FR3100479";"4926";"6510-4";"Prairies fauchées collinéennes à submontagnardes, mésohygrophiles";"0";"0";"C";;
"34854";"582";"FR3100480";"5461";"2130-5";"Pelouses rases annuelles arrière-dunaires";"0,21";"3,5";"B";;
"34856";"523";"FR3100479";"4912";"1230-6";"Pelouses rases sur dalles et affleurements rocheux des contacts pelouses aérohalines-landes";"0,01";"0,04";"B";;
"34857";"523";"FR3100479";"17766";"3150-2";"Plans d’eau eutrophes avec dominance de macrophytes libres submergés";"0";"0,02";;;
"34858";"874";"FR9400593";"4433";"2110-2";"Dunes mobiles embryonnaires méditerranéennes";"0,13";"1,4";"B";;
"34859";"309";"FR7200751";"17142";"6210-6";"Pelouses calcicoles mésophiles des Pyrénées et du piémont nord-pyrénéen";"4,21";"390";"C";;
"34860";"581";"FR3100478";"5436";"2130-5";"Pelouses rases annuelles arrière-dunaires";"0,01";"0,06";"C";;
"34863";"874";"FR9400593";"16632";"8220-20";"Falaises siliceuses thermophiles de Corse";"1,46";"15,52";;;
"34864";"533";"FR3100477";"5017";"1230-1";"Végétation des fissures des rochers eu-atlantiques à nord-atlantiques";"0,09";"0,63";"B";;
"34865";"309";"FR7200751";"17145";"6430-1";"Mégaphorbiaies mésotrophes collinéennes";"0,54";"49,7";"C";;
"34867";"581";"FR3100478";"5436";"2130-1";"Dunes grises de la mer du Nord et de la Manche";"0,47";"4,95";"B";;
"34868";"523";"FR3100479";"4912";"1230-3";"Pelouses aérohalines sur falaises cristallines et marno-calcaires";"0,3";"1,21";"C";;
"34871";"576";"FR3102002";"5378";"1110-2";"Sables moyens dunaires (façade atlantique)";"66,42";"75000";"C";"Habitats naturels marins (Lepareur F., 2011)";
"34872";"581";"FR3100478";"5442";"3150-4";"Rivières, canaux et fossés eutrophes des marais naturels";"0";"0,01";"C";;
"34873";"581";"FR3100478";"5446";"6510-6";"Prairies fauchées collinéennes à submontagnardes, mésophiles, mésotrophiques et basophiles";"0,15";"1,61";;;
"34874";"83";"FR5300010";"6645";"1140-3";"Estrans de sable fin (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"34875";"83";"FR5300010";"6647";"1170-8";"Les cuvettes ou mares permanentes (façade atlantique)";"0,07";"63";"B";"Habitats naturels marins (Lepareur F., 2011)";
"34877";"83";"FR5300010";"6645";"1140-6";"Sédiments hétérogènes envasés (façade atlantique)";"0,05";"47";"C";"Habitats naturels marins (Lepareur F., 2011)";
"34878";"83";"FR5300010";"6646";"1150-1";"Lagunes en mer à marées (façade atlantique)";"0,01";"9,12";"C";;
"34881";"83";"FR5300010";"6656";"4030-2";"Landes atlantiques littorales sur sol assez profond";"0,01";"10,95";"B";;
