"PK_HABIT1";"FPK_NATURA";"SITECODE";"CD_UE";"LB_HABDH_FR";"COVER";"REPRESENT";"REL_SURF";"CONSERVE";"GLOBAL";"CAVES";"QUALITY";"AREA";"PF";"CONSERVE_TENDANCE";"CONSERVE_CRITERE_AUTRE";"CONSERVE_CRITERE_STRUCT_FONCT";"CONSERVE_CRITERE_SURFACE";"CONSERVE_METHODE";"INVENTAIRE_ANNEE_MIN";"INVENTAIRE_ANNEE";"INVENTAIRE_AUTEUR";"CD_HAB";"CONSERVE_METHODE_COMMENTAIRE"
"4117";"2047";"FR5200659";"1310";"Végétations pionnières à Salicornia et autres espèces annuelles des zones boueuses et sableuses";"2";"A";"C";"B";"B";;;"954,9";"false";;;;;;"";"";;"2706";
"4118";"2047";"FR5200659";"1320";"Prés à Spartina (Spartinion maritimae)";"2";"A";"C";"B";"B";;;"954,9";"false";;;;;;"";"";;"2660";
"4119";"2047";"FR5200659";"1330";"Prés-salés atlantiques (Glauco-Puccinellietalia maritimae)";"4";"A";"C";"B";"B";;;"1909,8";"false";;;;;;"";"";;"2659";
"4120";"2047";"FR5200659";"1410";"Prés-salés méditerranéens (Juncetalia maritimi)";"22";"A";"B";"B";"B";;;"10503,9";"false";;;;;;"";"";;"2661";
"4121";"2047";"FR5200659";"1420";"Fourrés halophiles méditerranéens et thermo-atlantiques (Sarcocornietea fruticosi)";"1";"A";"B";"B";"B";;;"477,45";"false";;;;;;"";"";;"2663";
"4122";"2047";"FR5200659";"2120";"Dunes mobiles du cordon littoral à Ammophila arenaria (dunes blanches)";"5";"A";"C";"B";"B";;;"2387,25";"false";;;;;;"";"";;"2683";
"4123";"2047";"FR5200659";"2130";"Dunes côtières fixées à végétation herbacée (dunes grises)";"6";"A";"B";"B";"B";;;"2864,7";"true";;;;;;"";"";;"2684";
"4124";"2047";"FR5200659";"2190";"Dépressions humides intradunaires";"2";"A";"B";"B";"B";;;"954,9";"false";;;;;;"";"";;"2666";
"4125";"2047";"FR5200659";"2270";"Dunes avec forêts à Pinus pinea et/ou Pinus pinaster";"6";"A";"B";"B";"B";;;"2864,7";"true";;;;;;"";"";;"2674";
"4126";"2047";"FR5200659";"3140";"Eaux oligomésotrophes calcaires avec végétation benthique à Chara spp.";"4";"C";"C";"B";"B";;;"1909,8";"false";;;;;;"";"";;"2757";
"4127";"2047";"FR5200659";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"3";"A";"C";"B";"B";;;"1432,35";"false";;;;;;"";"";;"2842";
"4128";"2047";"FR5200659";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"4";"A";"C";"B";"B";;;"1909,8";"false";;;;;;"";"";;"2835";
"4129";"2047";"FR5200659";"2110";"Dunes mobiles embryonnaires";"2";"B";"C";"B";"B";;;"954,9";"false";;;;;;"";"";;"2682";
"4130";"2047";"FR5200659";"3150";"Lacs eutrophes naturels avec végétation du Magnopotamion ou de l'Hydrocharition";"6";"A";"B";"B";"B";;;"2864,7";"false";;;;;;"";"";;"2758";
"4131";"2047";"FR5200659";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"1";"D";;;;;;"477,45";"false";;;;;;"";"";;"2839";
"4132";"2047";"FR5200659";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"1";"B";"B";"B";"B";;;"477,45";"true";;;;;;"";"";;"2794";
"4133";"2047";"FR5200659";"91F0";"Forêts mixtes à Quercus robur, Ulmus laevis, Ulmus minor, Fraxinus excelsior ou Fraxinus angustifolia, riveraines des grands fleuves (Ulmenion minoris)";"4";"C";"C";"B";"B";;;"1909,8";"false";;;;;;"";"";;"2795";
"4134";"2047";"FR5200659";"3260";"Rivières des étages planitiaire à montagnard avec végétation du Ranunculion fluitantis et du Callitricho-Batrachion";"7";"B";"B";"B";"B";;;"3342,15";"false";;;;;;"";"";;"2767";
"4932";"2137";"FR2100344";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"15";"A";"B";"A";"A";;;"0,9";"true";;;;;;"";"";;"2794";
"5253";"2173";"FR2200392";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"1";"C";"C";"B";"B";;;"4,34";"false";;;;;;"";"";;"2835";
"5254";"2173";"FR2200392";"7220";"Sources pétrifiantes avec formation de tuf (Cratoneurion)";"1";"D";;;;;;"4,34";"true";;;;;;"";"";;"2778";
"5255";"2173";"FR2200392";"9120";"Hêtraies acidophiles atlantiques à sous-bois à Ilex et parfois à Taxus (Quercion robori-petraeae ou Ilici-Fagenion)";"50";"A";"C";"A";"A";;;"217";"false";;;;;;"";"";;"2865";
"5256";"2173";"FR2200392";"9130";"Hêtraies de l'Asperulo-Fagetum";"30";"B";"C";"B";"B";;;"130,2";"false";;;;;;"";"";;"2814";
"5257";"2173";"FR2200392";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"1";"A";"C";"A";"A";;;"4,34";"true";;;;;;"";"";;"2794";
"5258";"2173";"FR2200392";"9160";"Chênaies pédonculées ou chênaies-charmaies subatlantiques et médio-européennes du Carpinion betuli";"15";"B";"C";"B";"B";;;"65,1";"false";;;;;;"";"";;"2817";
"5259";"2173";"FR2200392";"9180";"Forêts de pentes, éboulis ou ravins du Tilio-Acerion";"1";"A";"C";"A";"A";;;"4,34";"true";;;;;;"";"";;"2819";
"5334";"2181";"FR2200387";"9160";"Chênaies pédonculées ou chênaies-charmaies subatlantiques et médio-européennes du Carpinion betuli";"10";"A";"C";"B";"A";;;"13,3";"false";;;;;;"";"";;"2817";
"5335";"2181";"FR2200387";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"2";"A";"C";"B";"A";;;"2,66";"true";;;;;;"";"";;"2794";
"5336";"2181";"FR2200387";"9130";"Hêtraies de l'Asperulo-Fagetum";"87";;"C";"B";"A";;;"115,71";"false";;;;;;"";"";;"2814";
"7254";"2441";"FR9101388";"9530";"Pinèdes (sub)méditerranéennes de pins noirs endémiques";"5";"A";"B";"B";"A";;;"1086,8";"true";;;;;;"";"";;"2848";
"7255";"2441";"FR9101388";"3170";"Mares temporaires méditerranéennes";"1";"B";"B";"B";"B";;;"217,36";"true";;;;;;"";"";;"2760";
"7256";"2441";"FR9101388";"3250";"Rivières permanentes méditerranéennes à Glaucium flavum";"1";"C";"B";"B";"C";;;"217,36";"false";;;;;;"";"";;"2769";
"7257";"2441";"FR9101388";"3280";"Rivières permanentes méditerranéennes du Paspalo-Agrostidion avec rideaux boisés riverains à Salix et Populus alba";"1";"C";"B";"B";"C";;;"217,36";"false";;;;;;"";"";;"2691";
"7258";"2441";"FR9101388";"5110";"Formations stables xérothermophiles à Buxus sempervirens des pentes rocheuses (Berberidion p.p.)";"5";"B";"C";"C";"C";;;"1086,8";"false";;;;;;"";"";;"2804";
"7259";"2441";"FR9101388";"5210";"Matorrals arborescents à Juniperus spp.";"7";"B";"C";"C";"C";;;"1521,52";"false";;;;;;"";"";;"2849";
"7260";"2441";"FR9101388";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"5";"B";"C";"B";"C";;;"1086,8";"false";;;;;;"";"";;"2842";
"7261";"2441";"FR9101388";"6220";"Parcours substeppiques de graminées et annuelles des Thero-Brachypodietea";"10";"B";"C";"B";"B";;;"2173,6";"true";;;;;;"";"";;"2802";
"7262";"2441";"FR9101388";"7220";"Sources pétrifiantes avec formation de tuf (Cratoneurion)";"1";"C";"C";"C";"C";;;"217,36";"true";;;;;;"";"";;"2778";
"7263";"2441";"FR9101388";"8130";"Eboulis ouest-méditerranéens et thermophiles";"3";"A";"C";"A";"A";;;"652,08";"false";;;;;;"";"";;"2783";
"7264";"2441";"FR9101388";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"3";"C";"C";"B";"C";;;"652,08";"false";;;;;;"";"";;"2876";
"7265";"2441";"FR9101388";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"1";"B";"C";"B";"B";;;"217,36";"true";;;;;;"";"";;"2794";
"7266";"2441";"FR9101388";"9340";"Forêts à Quercus ilex et Quercus rotundifolia";"15";"B";"C";"B";"B";;;"3260,4";"false";;;;;;"";"";;"2729";
"7267";"2441";"FR9101388";"91B0";"Frênaies thermophiles à Fraxinus angustifolia";"1";"B";"A";"B";"B";;;"217,36";"false";;;;;;"";"";;"2792";
"7537";"2478";"FR9101382";"6110";"Pelouses rupicoles calcaires ou basiphiles de l'Alysso-Sedion albi";"1";"B";"C";"B";"B";;;"36,24";"true";;;;;;"";"";;"2857";
"7538";"2478";"FR9101382";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"2";"A";"C";"C";"A";;;"72,48";"false";;;;;;"";"";;"2842";
"7539";"2478";"FR9101382";"6220";"Parcours substeppiques de graminées et annuelles des Thero-Brachypodietea";"2";"B";"C";"B";"B";;;"72,48";"true";;;;;;"";"";;"2802";
"7540";"2478";"FR9101382";"8310";"Grottes non exploitées par le tourisme";"1";"B";"C";"B";"B";;;"36,24";"false";;;;;;"";"";;"2789";
"7541";"2479";"FR9101383";"4090";"Landes oroméditerranéennes endémiques à genêts épineux";"1";"B";"C";"A";"A";;;"79,13";"false";;;;;;"";"";;"2699";
"7542";"2479";"FR9101383";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"2";"B";"C";"C";"A";;;"158,26";"false";;;;;;"";"";;"2842";
"7543";"2479";"FR9101383";"6220";"Parcours substeppiques de graminées et annuelles des Thero-Brachypodietea";"1";"A";"C";"A";"A";;;"79,13";"true";;;;;;"";"";;"2802";
"7544";"2479";"FR9101383";"8310";"Grottes non exploitées par le tourisme";"1";"B";"C";"B";"B";;;"79,13";"false";;;;;;"";"";;"2789";
"7545";"2479";"FR9101383";"6110";"Pelouses rupicoles calcaires ou basiphiles de l'Alysso-Sedion albi";"1";"B";"C";"B";"B";;;"79,13";"true";;;;;;"";"";;"2857";
"7682";"2489";"FR9101475";"4060";"Landes alpines et boréales";"5";"A";"C";"A";"B";;;"587,3";"false";;;;;;"";"";;"2696";
"7683";"2489";"FR9101475";"5120";"Formations montagnardes à Cytisus purgans";"10";"A";"C";"A";"A";;;"1174,6";"false";;;;;;"";"";;"2809";
"7684";"2489";"FR9101475";"5130";"Formations à Juniperus communis sur landes ou pelouses calcaires";"1";"C";"C";"B";"B";;;"117,46";"false";;;;;;"";"";;"2807";
"7685";"2489";"FR9101475";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"2";"A";"C";"A";"A";;;"234,92";"true";;;;;;"";"";;"2797";
"7686";"2489";"FR9101475";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"1";"A";"C";"B";"B";;;"117,46";"false";;;;;;"";"";;"2835";
"7687";"2489";"FR9101475";"6520";"Prairies de fauche de montagne";"1";"A";"C";"A";"A";;;"117,46";"false";;;;;;"";"";;"2840";
"7688";"2489";"FR9101475";"8110";"Eboulis siliceux de l'étage montagnard à nival (Androsacetalia alpinae et Galeopsietalia ladani)";"2";"C";"C";"A";"C";;;"234,92";"false";;;;;;"";"";;"2781";
"7689";"2489";"FR9101475";"8130";"Eboulis ouest-méditerranéens et thermophiles";"3";"A";"C";"B";"B";;;"352,38";"false";;;;;;"";"";;"2783";
"7690";"2489";"FR9101475";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"1";"B";"C";"B";"B";;;"117,46";"true";;;;;;"";"";;"2794";
"7691";"2489";"FR9101475";"8220";"Pentes rocheuses siliceuses avec végétation chasmophytique";"1";"C";"C";"B";"B";;;"117,46";"false";;;;;;"";"";;"2787";
"7692";"2489";"FR9101475";"91D0";"Tourbières boisées";"1";"C";"C";"A";"A";;;"117,46";"true";;;;;;"";"";;"2754";
"7693";"2489";"FR9101475";"9180";"Forêts de pentes, éboulis ou ravins du Tilio-Acerion";"1";"C";"C";"B";"C";;;"117,46";"true";;;;;;"";"";;"2819";
"7694";"2489";"FR9101475";"9260";"Forêts de Castanea sativa";"1";"C";"C";"B";"C";;;"117,46";"false";;;;;;"";"";;"2732";
"7695";"2489";"FR9101475";"9430";"Forêts montagnardes et subalpines à Pinus uncinata (* si sur substrat gypseux ou calcaire)";"10";"A";"C";"A";"A";;;"1174,6";"false";;;;;;"";"";;"2845";
"7696";"2489";"FR9101475";"3130";"Eaux stagnantes, oligotrophes à mésotrophes avec végétation des Littorelletea uniflorae et/ou des Isoeto-Nanojuncetea";"1";"A";"C";"A";"A";;;"117,46";"false";;;;;;"";"";;"2756";
"7697";"2489";"FR9101475";"4030";"Landes sèches européennes";"1";"B";"C";"C";"C";;;"117,46";"false";;;;;;"";"";;"2872";
"7698";"2489";"FR9101475";"9340";"Forêts à Quercus ilex et Quercus rotundifolia";"1";"B";"C";"C";"C";;;"117,46";"false";;;;;;"";"";;"2729";
"7717";"2496";"FR9101487";"8310";"Grottes non exploitées par le tourisme";"1";"C";"C";"A";"A";;;"0,45";"false";;;;;;"";"";;"2789";
"7759";"2501";"FR9101476";"5110";"Formations stables xérothermophiles à Buxus sempervirens des pentes rocheuses (Berberidion p.p.)";"1";"A";"C";"A";"A";;;"84,36";"false";;;;;;"";"";;"2804";
"7760";"2501";"FR9101476";"5120";"Formations montagnardes à Cytisus purgans";"5";"A";"C";"A";"A";;;"421,8";"false";;;;;;"";"";;"2809";
"7761";"2501";"FR9101476";"6520";"Prairies de fauche de montagne";"1";"C";"C";"B";"B";;;"84,36";"false";;;;;;"";"";;"2840";
"7762";"2501";"FR9101476";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"1";"C";"C";"A";"C";;;"84,36";"false";;;;;;"";"";;"2876";
"7763";"2501";"FR9101476";"9150";"Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion";"2";"B";"C";"A";"C";;;"168,72";"false";;;;;;"";"";;"2815";
"7764";"2501";"FR9101476";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"1";"C";"C";"C";"B";;;"84,36";"true";;;;;;"";"";;"2794";
"7765";"2501";"FR9101476";"8310";"Grottes non exploitées par le tourisme";"1";"A";"C";"A";"A";;;"84,36";"false";;;;;;"";"";;"2789";
"7766";"2501";"FR9101476";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"2";"A";"C";"A";"A";;;"168,72";"true";;;;;;"";"";;"2797";
"7800";"2513";"FR9101461";"8310";"Grottes non exploitées par le tourisme";"1";"C";"C";"B";"C";;;"1,15";"false";;;;;;"";"";;"2789";
"8082";"2555";"FR8301018";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"39";"B";"A";"B";"B";;;"2,34";"false";;;;;;"";"";;"2842";
"8083";"2555";"FR8301018";"5130";"Formations à Juniperus communis sur landes ou pelouses calcaires";"6";"B";"B";"B";"B";;;"0,36";"false";;;;;;"";"";;"2807";
"8919";"2667";"FR9402013";"1110";"Bancs de sable à faible couverture permanente d'eau marine";"1";"C";"C";"B";"B";;;"1782,65";"false";;;;;;"";"";;"2707";
"8920";"2667";"FR9402013";"1120";"Herbiers de posidonies (Posidonion oceanicae)";"3";"A";"B";"A";"A";;;"5347,95";"true";;;;;;"";"";;"2708";
"8921";"2667";"FR9402013";"1130";"Estuaires";"0";"B";"C";"B";"C";;;"1,78";"false";;;;;;"";"";;"2709";
"8922";"2667";"FR9402013";"1170";"Récifs";"1";"C";"C";"B";"B";;;"1782,65";"false";;;;;;"";"";;"2713";
"8923";"2668";"FR9402014";"1120";"Herbiers de posidonies (Posidonion oceanicae)";"53";"A";"A";"C";"B";;;"22831,87";"true";;;;;;"";"";;"2708";
"8924";"2668";"FR9402014";"1110";"Bancs de sable à faible couverture permanente d'eau marine";"23";"C";"C";"A";"B";;;"9908,17";"false";;;;;;"";"";;"2707";
"8925";"2668";"FR9402014";"1140";"Replats boueux ou sableux exondés à marée basse";"0";"C";"C";"B";"C";;;"0";"false";;;;;;"";"";;"2710";
"8926";"2669";"FR9402015";"1110";"Bancs de sable à faible couverture permanente d'eau marine";"1";"C";"C";"B";"B";;;"946,12";"false";;;;;;"";"";;"2707";
"8927";"2669";"FR9402015";"1120";"Herbiers de posidonies (Posidonion oceanicae)";"5";"B";"B";"B";"B";;;"4730,6";"true";;;;;;"";"";;"2708";
"8928";"2669";"FR9402015";"1130";"Estuaires";"0,01";"B";"C";"B";"C";;;"4,73";"false";;;;;;"";"";;"2709";
"8929";"2669";"FR9402015";"1140";"Replats boueux ou sableux exondés à marée basse";"0";"C";"C";"B";"B";;;"0";"false";;;;;;"";"";;"2710";
"8930";"2669";"FR9402015";"1160";"Grandes criques et baies peu profondes";"0";"B";"C";"B";"B";;;"0";"false";;;;;;"";"";;"2712";
"8931";"2669";"FR9402015";"1170";"Récifs";"3";"B";"C";"B";"B";;;"2838,36";"false";;;;;;"";"";;"2713";
"8932";"2670";"FR9402016";"1120";"Herbiers de posidonies (Posidonion oceanicae)";"38";"B";"C";"B";"B";;;"1343,3";"true";;;;;;"";"";;"2708";
"8933";"2670";"FR9402016";"1170";"Récifs";"11";"B";"C";"B";"B";;;"388,85";"false";;;;;;"";"";;"2713";
"10197";"2781";"FR7300858";"5110";"Formations stables xérothermophiles à Buxus sempervirens des pentes rocheuses (Berberidion p.p.)";"15,07";"D";;;;;"G";"15,97";"false";;;;;;"";"";;"2804";
"10198";"2781";"FR7300858";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"0,16";"D";;;;;"G";"0,17";"false";;;;;;"";"";;"2842";
"10199";"2781";"FR7300858";"8310";"Grottes non exploitées par le tourisme";"0,03";"D";;;;;"G";"0,03";"false";;;;;;"";"";;"2789";
"10200";"2781";"FR7300858";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"2,05";"B";"C";"B";"B";;"G";"2,17";"false";;;;;;"";"";;"2876";
"10201";"2782";"FR7300932";"4030";"Landes sèches européennes";"22,03";"A";"C";"B";"A";;"G";"894,16";"false";;;;;;"";"";;"2872";
"10202";"2782";"FR7300932";"4060";"Landes alpines et boréales";"20,95";"A";"C";"A";"A";;"G";"850,26";"false";;;;;;"";"";;"2696";
"10203";"2782";"FR7300932";"6140";"Pelouses pyrénéennes siliceuses à Festuca eskia";"11,76";"A";"B";"A";"A";;"G";"477,51";"false";;;;;;"";"";;"2860";
"10204";"2782";"FR7300932";"6170";"Pelouses calcaires alpines et subalpines";"1,01";"C";"C";"B";"B";;"G";"40,92";"false";;;;;;"";"";;"2869";
"10205";"2782";"FR7300932";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,11";"C";"C";"B";"B";;"G";"4,55";"false";;;;;;"";"";;"2835";
"10206";"2782";"FR7300932";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"1";"B";"C";"B";"B";;"G";"40,59";"false";;;;;;"";"";;"2839";
"10207";"2782";"FR7300932";"7110";"Tourbières hautes actives";"0,01";"C";"C";"B";"B";;"G";"0,43";"true";;;;;;"";"";;"2821";
"10208";"2782";"FR7300932";"7140";"Tourbières de transition et tremblantes";"0,01";"C";"C";"B";"B";;"G";"0,47";"false";;;;;;"";"";;"2823";
"10209";"2782";"FR7300932";"8130";"Eboulis ouest-méditerranéens et thermophiles";"0,12";"C";"C";"B";"B";;"G";"4,97";"false";;;;;;"";"";;"2783";
"10210";"2782";"FR7300932";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"0,6";"C";"C";"B";"B";;"G";"24,28";"false";;;;;;"";"";;"2876";
"10211";"2782";"FR7300932";"8220";"Pentes rocheuses siliceuses avec végétation chasmophytique";"1,03";"C";"C";"B";"B";;"G";"41,69";"false";;;;;;"";"";;"2787";
"10212";"2782";"FR7300932";"9430";"Forêts montagnardes et subalpines à Pinus uncinata (* si sur substrat gypseux ou calcaire)";"1";"C";"B";"C";"B";;"G";"40,59";"false";;;;;;"";"";;"2845";
"10213";"2782";"FR7300932";"6520";"Prairies de fauche de montagne";"3";"A";"C";"B";"A";;"G";"121,77";"false";;;;;;"";"";;"2840";
"10214";"2782";"FR7300932";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"16,56";"A";"C";"A";"A";;"G";"672,16";"true";;;;;;"";"";;"2797";
"10215";"2782";"FR7300932";"3130";"Eaux stagnantes, oligotrophes à mésotrophes avec végétation des Littorelletea uniflorae et/ou des Isoeto-Nanojuncetea";"0,01";"C";"C";"B";"B";;"G";"0,33";"false";;;;;;"";"";;"2756";
"10224";"2784";"FR7300848";"3260";"Rivières des étages planitiaire à montagnard avec végétation du Ranunculion fluitantis et du Callitricho-Batrachion";"1";"B";"C";"B";"B";;"G";"4,89";"false";;;;;;"";"";;"2767";
"10225";"2784";"FR7300848";"5110";"Formations stables xérothermophiles à Buxus sempervirens des pentes rocheuses (Berberidion p.p.)";"7";"A";"C";"B";"B";;"G";"34,23";"false";;;;;;"";"";;"2804";
"10226";"2784";"FR7300848";"5130";"Formations à Juniperus communis sur landes ou pelouses calcaires";"10";"A";"C";"B";"B";;"G";"48,9";"false";;;;;;"";"";;"2807";
"10227";"2784";"FR7300848";"5210";"Matorrals arborescents à Juniperus spp.";"5";"A";"C";"B";"B";;"G";"24,45";"false";;;;;;"";"";;"2849";
"10228";"2784";"FR7300848";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"20";"A";"C";"C";"C";;"G";"97,8";"false";;;;;;"";"";;"2842";
"10229";"2784";"FR7300848";"6220";"Parcours substeppiques de graminées et annuelles des Thero-Brachypodietea";"10";"A";"C";"B";"B";;"G";"48,9";"true";;;;;;"";"";;"2802";
"10230";"2784";"FR7300848";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"2";"A";"C";"A";"B";;"G";"9,78";"false";;;;;;"";"";;"2876";
"10231";"2784";"FR7300848";"8310";"Grottes non exploitées par le tourisme";"1";"A";"C";"B";"A";;"G";"4,89";"false";;;;;;"";"";;"2789";
"10232";"2784";"FR7300848";"9150";"Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion";"3";"B";"C";"B";"B";;"G";"14,67";"false";;;;;;"";"";;"2815";
"10233";"2784";"FR7300848";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"5";"A";"C";"B";"B";;"G";"24,45";"true";;;;;;"";"";;"2794";
"10234";"2785";"FR7300849";"5110";"Formations stables xérothermophiles à Buxus sempervirens des pentes rocheuses (Berberidion p.p.)";"20";"B";"C";"B";"B";;"G";"155,6";"false";;;;;;"";"";;"2804";
"10235";"2785";"FR7300849";"5130";"Formations à Juniperus communis sur landes ou pelouses calcaires";"5";"B";"C";"B";"B";;"G";"38,9";"false";;;;;;"";"";;"2807";
"10236";"2785";"FR7300849";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"8";"C";"C";"B";"B";;"G";"62,24";"false";;;;;;"";"";;"2842";
